Tire_ID,check_point,MappedRCP
MK6503,1500,0.0598290598290606
MK6503,1530,0.0598290598290606
MK6503,1560,0.0598290598290606
MK6503,1590,0.0598290598290607
MK6503,1620,0.0598290598290607
MK6503,1650,0.0598290598290606
MK6503,1680,0.0598290598290606
MK6503,1710,0.0598290598290606
MK6503,1740,0.0
MK6503,1770,0.0
MK6503,1800,0.0
MK6503,1830,0.0
MK6503,1860,0.0
MK6503,1890,0.0
MK6503,1920,0.0
MK6503,1950,0.0
MK6503,1980,0.0
MK7050A,0,0.9999999999999992
MK7050A,30,0.9999999999999992
MK7050A,60,0.9999999999999992
MK7050A,90,0.9999999999999992
MK7050A,120,0.9999999999999994
MK7050A,150,0.9999999999999994
MK7050A,180,0.9872480153732778
MK7050A,210,0.9872480153732778
MK7050A,240,0.9668280487691115
MK7050A,270,0.9668280487691115
MK7050A,300,0.1834137151825085
MK7050A,330,0.1834137151825085
MK7050A,360,0.1784549906439646
MK7050A,390,0.1784549906439646
MK7050A,420,0.1790968199330221
MK7050A,450,0.1790968199330227
MK7050A,480,0.1790968199330227
MK7050A,510,0.1790968199330219
MK7050A,540,0.1790968199330219
MK7050A,570,0.1790968199330228
MK7050A,600,0.1790968199330228
MK7050A,630,0.1790968199330223
MK7050A,660,0.1790968199330223
MK7050A,690,0.1790968199330223
MK7050A,720,0.1790968199330223
MK7050A,750,0.1790968199330224
MK7050A,780,0.1790968199330225
MK7050A,810,0.1790968199330225
MK7050A,840,0.1790968199330223
MK7050A,870,0.1790968199330223
MK7050A,900,0.1790968199330224
MK7050A,930,0.1790968199330224
MK7050A,960,0.1790968199330222
MK7050A,990,0.1790968199330222
MK7050A,1020,0.1790968199330224
MK7050A,1050,0.1790968199330224
MK7050A,1080,0.1790968199330223
MK7050A,1110,0.1790968199330222
MK7050A,1140,0.1790968199330221
MK7050A,1170,0.0
MK7050A,1200,0.0
MK7050A,1230,0.0
MK7050A,1260,0.0
MK7050A,1290,0.0
MK7050A,1320,0.0
MK7050A,1350,0.0
MK7050A,1380,0.0
MK7050A,1410,0.0
MK7050A,1440,0.0
MK7050A,1470,0.0
MK7050A,1500,0.0
MK7050A,1530,0.0
MK7050A,1560,0.0
MK7050A,1590,0.0
MK7050A,1620,0.0
MK7050A,1650,0.0
MK7050A,1680,0.0
MK7050A,1710,0.0
MK7050A,1740,0.0
MK7050A,1770,0.0
MK7050A,1800,0.0
MK7050A,1830,0.0
MK7050A,1860,0.0
MK7050A,1890,0.0
MK7050A,1920,0.0
MK7050A,1950,0.0
MK7050A,1980,0.0
0814T49,0,0.9999999999999992
0814T49,30,0.9999999999999998
0814T49,60,0.9999999999999998
0814T49,90,0.9999999999999998
0814T49,120,0.9666861261109844
0814T49,150,0.9666861261109844
0814T49,180,0.9666861261109844
0814T49,210,0.9542918244665064
0814T49,240,0.9542918244665064
0814T49,270,0.9542918244665064
0814T49,300,0.0
0814T49,330,0.0
0814T49,360,0.0
0814T49,390,0.0
0814T49,420,0.0
0814T49,450,0.0
0814T49,480,0.0
0814T49,510,0.0
0814T49,540,0.0
0814T49,570,0.0
0814T49,600,0.0
0814T49,630,0.0
0814T49,660,0.0
0814T49,690,0.0
0814T49,720,0.0
0814T49,750,0.0
0814T49,780,0.0
0814T49,810,0.0
0814T49,840,0.0
0814T49,870,0.0
0814T49,900,0.0
0814T49,930,0.0
0814T49,960,0.0
0814T49,990,0.0
0814T49,1020,0.0
0814T49,1050,0.0
0814T49,1080,0.0
0814T49,1110,0.0
0814T49,1140,0.0
0814T49,1170,0.0
0814T49,1200,0.0
0814T49,1230,0.0
0814T49,1260,0.0
0814T49,1290,0.0
0814T49,1320,0.0
0814T49,1350,0.0
0814T49,1380,0.0
0814T49,1410,0.0
0814T49,1440,0.0
0814T49,1470,0.0
0814T49,1500,0.0
0814T49,1530,0.0
0814T49,1560,0.0
0814T49,1590,0.0
0814T49,1620,0.0
0814T49,1650,0.0
0814T49,1680,0.0
0814T49,1710,0.0
0814T49,1740,0.0
0814T49,1770,0.0
0814T49,1800,0.0
0814T49,1830,0.0
0814T49,1860,0.0
0814T49,1890,0.0
0814T49,1920,0.0
0814T49,1950,0.0
0814T49,1980,0.0
MK1756A,0,0.9999999999999994
MK1756A,30,0.9999999999999992
MK1756A,60,0.9999999999999992
MK1756A,90,0.9327227781503852
MK1756A,120,0.9327227781503852
MK1756A,150,0.9282704286399036
MK1756A,180,0.9090219549701304
MK1756A,210,0.9090219549701304
MK1756A,240,0.4159292035398227
MK1756A,270,0.4159292035398227
MK1756A,300,0.4159292035398227
MK1756A,330,0.4159292035398229
MK1756A,360,0.4159292035398229
MK1756A,390,0.2499115044247789
MK1756A,420,0.2499115044247789
MK1756A,450,0.2274979887369253
MK1756A,480,0.2006017699115053
MK1756A,510,0.2006017699115053
MK1756A,540,0.0353982300884954
MK1756A,570,0.0353982300884954
MK1756A,600,0.0353982300884955
MK1756A,630,0.0353982300884955
MK1756A,660,0.0353982300884955
MK1756A,690,0.0353982300884954
MK1756A,720,0.0353982300884954
MK1756A,750,0.0353982300884954
MK1756A,780,0.0353982300884954
MK1756A,810,0.0353982300884954
MK1756A,840,0.0088495575221239
MK1756A,870,0.0088495575221239
MK1756A,900,0.0088495575221239
MK1756A,930,0.008849557522124
MK1756A,960,0.008849557522124
MK1756A,990,0.0088495575221239
MK1756A,1020,0.0088495575221239
MK1756A,1050,0.0088495575221239
MK1756A,1080,0.0088495575221239
MK1756A,1110,0.0088495575221239
MK1756A,1140,0.0088495575221239
MK1756A,1170,0.0088495575221239
MK1756A,1200,0.0088495575221239
MK1756A,1230,0.0088495575221239
MK1756A,1260,0.0088495575221239
MK1756A,1290,0.0
MK1756A,1320,0.0
MK1756A,1350,0.0
MK1756A,1380,0.0
MK1756A,1410,0.0
MK1756A,1440,0.0
MK1756A,1470,0.0
MK1756A,1500,0.0
MK1756A,1530,0.0
MK1756A,1560,0.0
MK1756A,1590,0.0
MK1756A,1620,0.0
MK1756A,1650,0.0
MK1756A,1680,0.0
MK1756A,1710,0.0
MK1756A,1740,0.0
MK1756A,1770,0.0
MK1756A,1800,0.0
MK1756A,1830,0.0
MK1756A,1860,0.0
MK1756A,1890,0.0
MK1756A,1920,0.0
MK1756A,1950,0.0
MK1756A,1980,0.0
KH6416A,0,0.9999999999999992
KH6416A,30,1.0000000000000009
KH6416A,60,1.0000000000000009
KH6416A,90,0.8472074728883516
KH6416A,120,0.8472074728883516
KH6416A,150,0.8472074728883516
KH6416A,180,0.8219925546163144
KH6416A,210,0.8219925546163144
KH6416A,240,0.1176213600389836
KH6416A,270,0.1176213600389836
KH6416A,300,0.1176213600389836
KH6416A,330,0.1176213600389837
KH6416A,360,0.1176213600389837
KH6416A,390,0.1176213600389837
KH6416A,420,0.1176213600389836
KH6416A,450,0.1176213600389836
KH6416A,480,0.1176213600389837
KH6416A,510,0.1176213600389837
KH6416A,540,0.1176213600389837
KH6416A,570,0.1176213600389836
KH6416A,600,0.1176213600389836
KH6416A,630,0.1176213600389837
KH6416A,660,0.1176213600389837
KH6416A,690,0.1176213600389837
KH6416A,720,0.1176213600389836
KH6416A,750,0.1176213600389836
KH6416A,780,0.1176213600389836
KH6416A,810,0.1176213600389837
KH6416A,840,0.1176213600389837
KH6416A,870,0.1176213600389836
KH6416A,900,0.1176213600389836
KH6416A,930,0.1176213600389836
KH6416A,960,0.1176213600389836
KH6416A,990,0.1176213600389836
KH6416A,1020,0.1176213600389836
KH6416A,1050,0.1176213600389836
KH6416A,1080,0.1176213600389836
KH6416A,1110,0.1176213600389837
KH6416A,1140,0.1176213600389837
KH6416A,1170,0.1176213600389837
KH6416A,1200,0.0
KH6416A,1230,0.0
KH6416A,1260,0.0
KH6416A,1290,0.0
KH6416A,1320,0.0
KH6416A,1350,0.0
KH6416A,1380,0.0
KH6416A,1410,0.0
KH6416A,1440,0.0
KH6416A,1470,0.0
KH6416A,1500,0.0
KH6416A,1530,0.0
KH6416A,1560,0.0
KH6416A,1590,0.0
KH6416A,1620,0.0
KH6416A,1650,0.0
KH6416A,1680,0.0
KH6416A,1710,0.0
KH6416A,1740,0.0
KH6416A,1770,0.0
KH6416A,1800,0.0
KH6416A,1830,0.0
KH6416A,1860,0.0
KH6416A,1890,0.0
KH6416A,1920,0.0
KH6416A,1950,0.0
KH6416A,1980,0.0
0216HT30,0,0.9999999999999988
0216HT30,30,0.999999999999999
0216HT30,60,0.999999999999999
0216HT30,90,0.999999999999999
0216HT30,120,0.1333311111481475
0216HT30,150,0.1333311111481475
0216HT30,180,0.1333311111481475
0216HT30,210,0.1333311111481477
0216HT30,240,0.1333311111481477
0216HT30,270,0.1333311111481477
0216HT30,300,0.1333311111481477
0216HT30,330,0.1127443330489969
0216HT30,360,0.1127443330489969
0216HT30,390,0.1127443330489969
0216HT30,420,0.1052065798903349
0216HT30,450,0.1052065798903349
0216HT30,480,0.1052065798903349
0216HT30,510,0.0
0216HT30,540,0.0
0216HT30,570,0.0
0216HT30,600,0.0
0216HT30,630,0.0
0216HT30,660,0.0
0216HT30,690,0.0
0216HT30,720,0.0
0216HT30,750,0.0
0216HT30,780,0.0
0216HT30,810,0.0
0216HT30,840,0.0
0216HT30,870,0.0
0216HT30,900,0.0
0216HT30,930,0.0
0216HT30,960,0.0
0216HT30,990,0.0
0216HT30,1020,0.0
0216HT30,1050,0.0
0216HT30,1080,0.0
0216HT30,1110,0.0
0216HT30,1140,0.0
0216HT30,1170,0.0
0216HT30,1200,0.0
0216HT30,1230,0.0
0216HT30,1260,0.0
0216HT30,1290,0.0
0216HT30,1320,0.0
0216HT30,1350,0.0
0216HT30,1380,0.0
0216HT30,1410,0.0
0216HT30,1440,0.0
0216HT30,1470,0.0
0216HT30,1500,0.0
0216HT30,1530,0.0
0216HT30,1560,0.0
0216HT30,1590,0.0
0216HT30,1620,0.0
0216HT30,1650,0.0
0216HT30,1680,0.0
0216HT30,1710,0.0
0216HT30,1740,0.0
0216HT30,1770,0.0
0216HT30,1800,0.0
0216HT30,1830,0.0
0216HT30,1860,0.0
0216HT30,1890,0.0
0216HT30,1920,0.0
0216HT30,1950,0.0
0216HT30,1980,0.0
0518KB02,0,0.999999999999999
0518KB02,30,1.0000000000000002
0518KB02,60,0.9999999999999992
0518KB02,90,1.0
0518KB02,120,0.9999163841596066
0518KB02,150,0.9977220292824464
0518KB02,180,0.8344619738339152
0518KB02,210,0.8174309781881067
0518KB02,240,0.7227722772277219
0518KB02,270,0.7227722772277223
0518KB02,300,0.7227722772277223
0518KB02,330,0.7227722772277224
0518KB02,360,0.7227722772277219
0518KB02,390,0.7227722772277222
0518KB02,420,0.5352423224964105
0518KB02,450,0.4455543146199345
0518KB02,480,0.0822217740331369
0518KB02,510,0.0488665105219369
0518KB02,540,0.0052178217821784
0518KB02,570,0.0032475247524752
0518KB02,600,0.0
0518KB02,630,0.0
0518KB02,660,0.0
0518KB02,690,0.0
0518KB02,720,0.0
0518KB02,750,0.0
0518KB02,780,0.0
0518KB02,810,0.0
0518KB02,840,0.0
0518KB02,870,0.0
0518KB02,900,0.0
0518KB02,930,0.0
0518KB02,960,0.0
0518KB02,990,0.0
0518KB02,1020,0.0
0518KB02,1050,0.0
0518KB02,1080,0.0
0518KB02,1110,0.0
0518KB02,1140,0.0
0518KB02,1170,0.0
0518KB02,1200,0.0
0518KB02,1230,0.0
0518KB02,1260,0.0
0518KB02,1290,0.0
0518KB02,1320,0.0
0518KB02,1350,0.0
0518KB02,1380,0.0
0518KB02,1410,0.0
0518KB02,1440,0.0
0518KB02,1470,0.0
0518KB02,1500,0.0
0518KB02,1530,0.0
0518KB02,1560,0.0
0518KB02,1590,0.0
0518KB02,1620,0.0
0518KB02,1650,0.0
0518KB02,1680,0.0
0518KB02,1710,0.0
0518KB02,1740,0.0
0518KB02,1770,0.0
0518KB02,1800,0.0
0518KB02,1830,0.0
0518KB02,1860,0.0
0518KB02,1890,0.0
0518KB02,1920,0.0
0518KB02,1950,0.0
0518KB02,1980,0.0
KR10404,0,0.9999999999999992
KR10404,30,1.0
KR10404,60,1.0
KR10404,90,0.988484185439407
KR10404,120,0.977553783227978
KR10404,150,0.9678748404423088
KR10404,180,0.424778761061947
KR10404,210,0.424778761061947
KR10404,240,0.4247787610619472
KR10404,270,0.4247787610619472
KR10404,300,0.194690265486726
KR10404,330,0.194690265486726
KR10404,360,0.194690265486726
KR10404,390,0.194690265486726
KR10404,420,0.1326725663716813
KR10404,450,0.1326725663716813
KR10404,480,0.1150619469026534
KR10404,510,0.1150619469026534
KR10404,540,0.0274744936865144
KR10404,570,0.0274744936865144
KR10404,600,0.01804883569896
KR10404,630,0.01804883569896
KR10404,660,0.0176991150442482
KR10404,690,0.0176991150442482
KR10404,720,0.0176991150442482
KR10404,750,0.0176991150442482
KR10404,780,0.0176991150442483
KR10404,810,0.0176991150442483
KR10404,840,0.0176991150442483
KR10404,870,0.0176991150442483
KR10404,900,0.0176991150442483
KR10404,930,0.0176991150442483
KR10404,960,0.0176991150442483
KR10404,990,0.0
KR10404,1020,0.0
KR10404,1050,0.0
KR10404,1080,0.0
KR10404,1110,0.0
KR10404,1140,0.0
KR10404,1170,0.0
KR10404,1200,0.0
KR10404,1230,0.0
KR10404,1260,0.0
KR10404,1290,0.0
KR10404,1320,0.0
KR10404,1350,0.0
KR10404,1380,0.0
KR10404,1410,0.0
KR10404,1440,0.0
KR10404,1470,0.0
KR10404,1500,0.0
KR10404,1530,0.0
KR10404,1560,0.0
KR10404,1590,0.0
KR10404,1620,0.0
KR10404,1650,0.0
KR10404,1680,0.0
KR10404,1710,0.0
KR10404,1740,0.0
KR10404,1770,0.0
KR10404,1800,0.0
KR10404,1830,0.0
KR10404,1860,0.0
KR10404,1890,0.0
KR10404,1920,0.0
KR10404,1950,0.0
KR10404,1980,0.0
DC4962C,0,0.9999999999999988
DC4962C,30,1.0000000000000002
DC4962C,60,0.9999999999999976
DC4962C,90,0.9999999999999988
DC4962C,120,0.9999999999999988
DC4962C,150,0.9999999999999996
DC4962C,180,1.0
DC4962C,210,1.0000000000000004
DC4962C,240,0.9999999999999978
DC4962C,270,0.9999999999999996
DC4962C,300,0.8608815242339366
DC4962C,330,0.8539844987339708
DC4962C,360,0.8451797376304236
DC4962C,390,0.7296303275512481
DC4962C,420,0.7012841553663237
DC4962C,450,0.3229036144578395
DC4962C,480,0.1982289156626601
DC4962C,510,0.0
DC4962C,540,0.0
DC4962C,570,0.0
DC4962C,600,0.0
DC4962C,630,0.0
DC4962C,660,0.0
DC4962C,690,0.0
DC4962C,720,0.0
DC4962C,750,0.0
DC4962C,780,0.0
DC4962C,810,0.0
DC4962C,840,0.0
DC4962C,870,0.0
DC4962C,900,0.0
DC4962C,930,0.0
DC4962C,960,0.0
DC4962C,990,0.0
DC4962C,1020,0.0
DC4962C,1050,0.0
DC4962C,1080,0.0
DC4962C,1110,0.0
DC4962C,1140,0.0
DC4962C,1170,0.0
DC4962C,1200,0.0
DC4962C,1230,0.0
DC4962C,1260,0.0
DC4962C,1290,0.0
DC4962C,1320,0.0
DC4962C,1350,0.0
DC4962C,1380,0.0
DC4962C,1410,0.0
DC4962C,1440,0.0
DC4962C,1470,0.0
DC4962C,1500,0.0
DC4962C,1530,0.0
DC4962C,1560,0.0
DC4962C,1590,0.0
DC4962C,1620,0.0
DC4962C,1650,0.0
DC4962C,1680,0.0
DC4962C,1710,0.0
DC4962C,1740,0.0
DC4962C,1770,0.0
DC4962C,1800,0.0
DC4962C,1830,0.0
DC4962C,1860,0.0
DC4962C,1890,0.0
DC4962C,1920,0.0
DC4962C,1950,0.0
DC4962C,1980,0.0
KH5474A,0,0.9999999999999984
KH5474A,30,0.9999999999999988
KH5474A,60,0.9999999999999988
KH5474A,90,0.9999999999999988
KH5474A,120,0.9999999999999988
KH5474A,150,0.9999999999999988
KH5474A,180,0.9999999999999982
KH5474A,210,0.9999999999999982
KH5474A,240,0.9999999999999982
KH5474A,270,0.7446188676680354
KH5474A,300,0.7446188676680354
KH5474A,330,0.7486832807952197
KH5474A,360,0.7280665370741585
KH5474A,390,0.7280665370741585
KH5474A,420,0.2831858407079645
KH5474A,450,0.2831858407079645
KH5474A,480,0.2831858407079645
KH5474A,510,0.2831858407079645
KH5474A,540,0.2831858407079645
KH5474A,570,0.2831858407079645
KH5474A,600,0.1761415929203526
KH5474A,630,0.1761415929203526
KH5474A,660,0.1761415929203526
KH5474A,690,0.1338761061946886
KH5474A,720,0.1338761061946886
KH5474A,750,0.0641383748994381
KH5474A,780,0.0641383748994381
KH5474A,810,0.0641383748994381
KH5474A,840,0.057734513274337
KH5474A,870,0.057734513274337
KH5474A,900,0.057734513274337
KH5474A,930,0.0353982300884954
KH5474A,960,0.0353982300884954
KH5474A,990,0.0353982300884954
KH5474A,1020,0.0353982300884955
KH5474A,1050,0.0353982300884955
KH5474A,1080,0.0353982300884954
KH5474A,1110,0.0353982300884954
KH5474A,1140,0.0353982300884954
KH5474A,1170,0.0353982300884954
KH5474A,1200,0.0353982300884954
KH5474A,1230,0.0353982300884954
KH5474A,1260,0.0267610619469032
KH5474A,1290,0.0267610619469032
KH5474A,1320,0.0267610619469032
KH5474A,1350,0.0197168141592923
KH5474A,1380,0.0197168141592923
KH5474A,1410,0.0
KH5474A,1440,0.0
KH5474A,1470,0.0
KH5474A,1500,0.0
KH5474A,1530,0.0
KH5474A,1560,0.0
KH5474A,1590,0.0
KH5474A,1620,0.0
KH5474A,1650,0.0
KH5474A,1680,0.0
KH5474A,1710,0.0
KH5474A,1740,0.0
KH5474A,1770,0.0
KH5474A,1800,0.0
KH5474A,1830,0.0
KH5474A,1860,0.0
KH5474A,1890,0.0
KH5474A,1920,0.0
KH5474A,1950,0.0
KH5474A,1980,0.0
KR11061,0,0.9999999999999996
KR11061,30,0.9999999999999996
KR11061,60,0.9999999999999996
KR11061,90,0.7661452991453023
KR11061,120,0.7661452991453023
KR11061,150,0.7661452991453023
KR11061,180,0.7338290598290629
KR11061,210,0.7338290598290629
KR11061,240,0.7338290598290629
KR11061,270,0.1282051282051289
KR11061,300,0.1282051282051289
KR11061,330,0.1282051282051289
KR11061,360,0.1282051282051289
KR11061,390,0.1282051282051289
KR11061,420,0.1282051282051289
KR11061,450,0.1282051282051289
KR11061,480,0.1282051282051289
KR11061,510,0.1282051282051289
KR11061,540,0.1282051282051289
KR11061,570,0.1282051282051289
KR11061,600,0.1025641025641026
KR11061,630,0.1025641025641026
KR11061,660,0.1025641025641026
KR11061,690,0.1025641025641027
KR11061,720,0.1025641025641027
KR11061,750,0.1025641025641027
KR11061,780,0.0
KR11061,810,0.0
KR11061,840,0.0
KR11061,870,0.0
KR11061,900,0.0
KR11061,930,0.0
KR11061,960,0.0
KR11061,990,0.0
KR11061,1020,0.0
KR11061,1050,0.0
KR11061,1080,0.0
KR11061,1110,0.0
KR11061,1140,0.0
KR11061,1170,0.0
KR11061,1200,0.0
KR11061,1230,0.0
KR11061,1260,0.0
KR11061,1290,0.0
KR11061,1320,0.0
KR11061,1350,0.0
KR11061,1380,0.0
KR11061,1410,0.0
KR11061,1440,0.0
KR11061,1470,0.0
KR11061,1500,0.0
KR11061,1530,0.0
KR11061,1560,0.0
KR11061,1590,0.0
KR11061,1620,0.0
KR11061,1650,0.0
KR11061,1680,0.0
KR11061,1710,0.0
KR11061,1740,0.0
KR11061,1770,0.0
KR11061,1800,0.0
KR11061,1830,0.0
KR11061,1860,0.0
KR11061,1890,0.0
KR11061,1920,0.0
KR11061,1950,0.0
KR11061,1980,0.0
KH5594A,0,0.9999999999999992
KH5594A,30,0.9999999999999996
KH5594A,60,0.9999999999999996
KH5594A,90,0.8198126771113798
KH5594A,120,0.8198126771113798
KH5594A,150,0.8198126771113798
KH5594A,180,0.777128202087323
KH5594A,210,0.777128202087323
KH5594A,240,0.777128202087323
KH5594A,270,0.1196581196581202
KH5594A,300,0.1196581196581202
KH5594A,330,0.1196581196581202
KH5594A,360,0.1196581196581202
KH5594A,390,0.1196581196581202
KH5594A,420,0.1196581196581202
KH5594A,450,0.1196581196581202
KH5594A,480,0.1196581196581202
KH5594A,510,0.1196581196581202
KH5594A,540,0.1196581196581202
KH5594A,570,0.1196581196581202
KH5594A,600,0.1196581196581201
KH5594A,630,0.1196581196581201
KH5594A,660,0.1196581196581201
KH5594A,690,0.1196581196581202
KH5594A,720,0.1196581196581202
KH5594A,750,0.1196581196581202
KH5594A,780,0.1196581196581202
KH5594A,810,0.1196581196581202
KH5594A,840,0.1196581196581202
KH5594A,870,0.1196581196581202
KH5594A,900,0.1196581196581202
KH5594A,930,0.1196581196581202
KH5594A,960,0.0
KH5594A,990,0.0
KH5594A,1020,0.0
KH5594A,1050,0.0
KH5594A,1080,0.0
KH5594A,1110,0.0
KH5594A,1140,0.0
KH5594A,1170,0.0
KH5594A,1200,0.0
KH5594A,1230,0.0
KH5594A,1260,0.0
KH5594A,1290,0.0
KH5594A,1320,0.0
KH5594A,1350,0.0
KH5594A,1380,0.0
KH5594A,1410,0.0
KH5594A,1440,0.0
KH5594A,1470,0.0
KH5594A,1500,0.0
