Tire_ID,age_category,check_point_zero
KR10531,400-799,660.0
0215T01,400-799,660.0
KR9507,400-799,660.0
KR10394,400-799,660.0
AM5023A,400-799,660.0
KR10103,400-799,660.0
KR8735,400-799,660.0
1214T02,400-799,660.0
KR8856,400-799,660.0
KR8729,400-799,660.0
MK1619A,400-799,660.0
0714T49,400-799,660.0
MK1620A,400-799,660.0
MK6535,400-799,660.0
MK1622A,400-799,660.0
CT244,400-799,660.0
MK1638A,400-799,660.0
CK221,400-799,660.0
KR8796,400-799,660.0
KR9775,400-799,660.0
AM666,400-799,660.0
KR9504,400-799,660.0
KR8574,400-799,690.0
KR8810,400-799,690.0
KR11692,400-799,690.0
0916C310,400-799,690.0
KR11208,400-799,690.0
KR7981,400-799,690.0
KR8581,400-799,690.0
KR8781X,400-799,690.0
KH5719A,400-799,690.0
KH5717A,400-799,690.0
KR8737,400-799,690.0
KR8779X,400-799,690.0
KR8780X,400-799,690.0
0718KB04,400-799,690.0
KR11344,400-799,690.0
0714T34,400-799,690.0
KR11213,400-799,690.0
KR9506,400-799,690.0
KR11216,400-799,690.0
KR8797X,400-799,690.0
KR9104X,400-799,690.0
KR9536,400-799,690.0
KR10578,400-799,690.0
1214T15,400-799,690.0
KR9588,400-799,690.0
KR9771,400-799,690.0
KR11214,400-799,690.0
KR10837,400-799,690.0
KR8813,400-799,690.0
KR7991,400-799,690.0
KH6191W,400-799,690.0
KH6190W,400-799,690.0
KR11301,400-799,690.0
KR11321,400-799,690.0
KR11322,400-799,690.0
KR9568,400-799,690.0
KR8805,400-799,690.0
KH5721A,400-799,690.0
KR9605X,400-799,690.0
AM147,400-799,690.0
MK1427A,400-799,690.0
KR9795,400-799,690.0
GT426,400-799,690.0
0316C302,400-799,690.0
KR9814,400-799,690.0
MK6913,400-799,690.0
KR10411,400-799,690.0
MK1588A,400-799,690.0
STX23,400-799,690.0
AM338,400-799,690.0
AM636,400-799,690.0
MK1473A,400-799,690.0
MK6920,400-799,690.0
0216HT03,400-799,690.0
KR8783X,400-799,690.0
KH6594W,400-799,690.0
CK220,400-799,690.0
0216HT20,400-799,690.0
MK1635A,400-799,690.0
MK1636A,400-799,690.0
CK204,400-799,690.0
AM5020A,400-799,690.0
0814T29,400-799,690.0
0814T30,400-799,690.0
ST10W,400-799,690.0
KR10445,400-799,690.0
ST09W,400-799,690.0
KR10393,400-799,690.0
KR10442,400-799,690.0
STX02,400-799,690.0
MK1671A,400-799,690.0
CK217,400-799,690.0
KR10410,400-799,690.0
CK207,400-799,690.0
CT247,400-799,690.0
AM377,400-799,690.0
KH6455A,400-799,720.0
KR11238,400-799,720.0
KR9792,400-799,720.0
KR8794X,400-799,720.0
MK1556A,400-799,720.0
KR10429,400-799,720.0
KR10593,400-799,720.0
KR11162,400-799,720.0
KH6194W,400-799,720.0
KR8583,400-799,720.0
KR8839,400-799,720.0
KH6218W,400-799,720.0
KH6425A,400-799,720.0
AM645,400-799,720.0
AM5019A,400-799,720.0
1214T01,400-799,720.0
AM144,400-799,720.0
KH6409SEN,400-799,720.0
AM278,400-799,720.0
AM330,400-799,720.0
KH5592A,400-799,720.0
KH5590A,400-799,720.0
KH6426A,400-799,720.0
KH5593A,400-799,720.0
KR11129,400-799,720.0
1214T03,400-799,720.0
KR8591,400-799,720.0
CK126,400-799,720.0
KR8787X,400-799,720.0
KR8731,400-799,720.0
KR11345,400-799,720.0
KR10099,400-799,720.0
KR8825,400-799,720.0
KR8800X,400-799,720.0
KR9594,400-799,720.0
MK1398A,400-799,720.0
KR11215,400-799,720.0
KR9815,400-799,720.0
KR11218,400-799,720.0
KR11343,400-799,720.0
KR9637,400-799,720.0
0714T52,400-799,720.0
KR9800,400-799,720.0
KR9770,400-799,720.0
0714T56,400-799,720.0
KR11205,400-799,720.0
KR10397,400-799,720.0
KR11346,400-799,720.0
KR9543,400-799,720.0
KR10828,400-799,720.0
KR8855,400-799,720.0
KR8916X,400-799,720.0
0814T31,400-799,720.0
0714T03,400-799,720.0
KR9640,400-799,720.0
KR8828,400-799,750.0
KR11688,400-799,750.0
KR9535X,400-799,750.0
KH6431A,400-799,750.0
KR9069X,400-799,750.0
KR8846,400-799,750.0
KR9072X,400-799,750.0
KH5588A,400-799,750.0
KR9066X,400-799,750.0
STX08,400-799,750.0
ST15W,400-799,750.0
KR9548,400-799,750.0
KR8789X,400-799,750.0
KH5847AW,400-799,750.0
AM362,400-799,750.0
STX18,400-799,750.0
KR9562,400-799,750.0
MK6915,400-799,750.0
STX21,400-799,750.0
KH6503A,400-799,750.0
STX22,400-799,750.0
KR9785,400-799,750.0
KR11515,400-799,750.0
KH6211W,400-799,750.0
KH5476A,400-799,750.0
KR10417,400-799,750.0
KR10541,400-799,750.0
KR11292,400-799,750.0
KH6193W,400-799,750.0
KR11219,400-799,750.0
KR9603X,400-799,750.0
KR11260,400-799,750.0
KH6208W,400-799,750.0
KH6209W,400-799,750.0
KR11320,400-799,750.0
KH6210W,400-799,750.0
JM2273,400-799,750.0
KR11268,400-799,750.0
KR11160,400-799,750.0
KH6408SEN,400-799,750.0
KR10487,400-799,750.0
0419T04,400-799,750.0
KR10399,400-799,750.0
KR10597,400-799,750.0
0419T05,400-799,750.0
MK1673A,400-799,750.0
KR11133,400-799,750.0
KH6418A,400-799,750.0
KH6220W,400-799,750.0
KH6262W,400-799,750.0
KR8730,400-799,780.0
KR9105X,400-799,780.0
KR9828,400-799,780.0
KR11061,400-799,780.0
KR11161,400-799,780.0
KH6221W,400-799,780.0
KH5309A,400-799,780.0
MK1568A,400-799,780.0
KR8577,400-799,780.0
0714T40,400-799,780.0
KR11237X,400-799,780.0
KR7983,400-799,780.0
KH6205W,400-799,780.0
MK1454A,400-799,780.0
KH6215W,400-799,780.0
KR9569,400-799,780.0
AM5027A,400-799,780.0
KR10596,400-799,780.0
KH6199W,400-799,780.0
MK1724A,400-799,780.0
MK1767A,400-799,780.0
AM5029A,400-799,780.0
CK203,400-799,780.0
0319KB03,400-799,780.0
KR10820,400-799,780.0
KR10115,400-799,780.0
0316W06X,400-799,780.0
MK7055A,400-799,780.0
KR10400,400-799,780.0
KR11053,400-799,780.0
KR9600,400-799,780.0
KR7985,400-799,780.0
STX12,400-799,780.0
MK1676A,400-799,780.0
KR10579,400-799,780.0
KR9784,400-799,780.0
KR9540,400-799,780.0
AM142,400-799,780.0
KR8861,400-799,780.0
KH5483A,400-799,780.0
KH5632A,400-799,780.0
MK1582A,400-799,780.0
MK1584A,400-799,780.0
KR9570,400-799,780.0
KR8792X,400-799,780.0
KR10538,400-799,780.0
KH6410SEN,400-799,780.0
MK1570A,400-799,780.0
MK1626A,400-799,780.0
KR10521,400-799,780.0
CK222,400-799,780.0
CT48,400-799,780.0
MK1660A,400-799,780.0
CK218,400-799,780.0
KR9636,400-799,780.0
KR9624,400-799,780.0
KR11302,400-799,780.0
1214T10,400-799,780.0
1214T12,400-799,780.0
KR9589,400-799,780.0
KH6185W,400-799,780.0
KH6393SEN,400-799,780.0
MK1487A,400-799,780.0
CT45,400-799,780.0
MK1618A,400-799,780.0
KR10466,400-799,780.0
CK213,400-799,780.0
KR9572,400-799,780.0
ST03X,400-799,810.0
KH5581A,400-799,810.0
KR8867,400-799,810.0
KR10454,400-799,810.0
CK223,400-799,810.0
CK212,400-799,810.0
CK225,400-799,810.0
KR10459,400-799,810.0
KR10457,400-799,810.0
KR8793,400-799,810.0
KR11065,400-799,810.0
AM286,400-799,810.0
0714T32,400-799,810.0
KR9787,400-799,810.0
KH5477A,400-799,810.0
KR8802,400-799,810.0
AM295,400-799,810.0
KH5725A,400-799,810.0
KH6195W,400-799,810.0
KR8816,400-799,810.0
CK214,400-799,810.0
0215T03,400-799,810.0
KR8778,400-799,810.0
KR9513,400-799,810.0
KR8788,400-799,810.0
KR8802X,400-799,810.0
KR9511,400-799,810.0
MK1650A,400-799,810.0
KR9530X,400-799,810.0
KH5744A,400-799,810.0
KR8579,400-799,810.0
KH5627A,400-799,810.0
KH5626A,400-799,810.0
AM153,400-799,810.0
MK1420A,400-799,810.0
KR11267,400-799,810.0
KH6197W,400-799,810.0
KR10567,400-799,810.0
KR10409,400-799,810.0
0216HT13,400-799,810.0
1214T09,400-799,810.0
KR9820,400-799,810.0
0216HT22,400-799,810.0
KR11335,400-799,810.0
KR9582,400-799,810.0
KR10398,400-799,810.0
KR11291,400-799,810.0
KR9595,400-799,810.0
0316W02X,400-799,810.0
0815W07,400-799,810.0
KR11299,400-799,810.0
MK1410A,400-799,810.0
KR9592,400-799,810.0
KR11293,400-799,810.0
MK1532A,400-799,810.0
0814T20,400-799,810.0
GT223B,400-799,810.0
KH6198W,400-799,810.0
KH6200W,400-799,810.0
KH6259W,400-799,810.0
KH6201W,400-799,810.0
0814T32,400-799,810.0
KR10845,400-799,810.0
KH6257W,400-799,810.0
KR10849,400-799,810.0
KH6214W,400-799,810.0
KR9829,400-799,810.0
KR9806,400-799,810.0
KR9810,400-799,810.0
MK6511,400-799,810.0
KR11159,400-799,810.0
KH6256W,400-799,810.0
KR8865,400-799,840.0
KH6439A,400-799,840.0
MK1421A,400-799,840.0
KR10391,400-799,840.0
KR10823,400-799,840.0
CK205,400-799,840.0
KH6475A,400-799,840.0
1214T16,400-799,840.0
KR9783,400-799,840.0
KR10110,400-799,840.0
1215A107,400-799,840.0
KR11297,400-799,840.0
JM2271,400-799,840.0
KR9046X,400-799,840.0
KR10437,400-799,840.0
KH5710A,400-799,840.0
MK1534A,400-799,840.0
KR10451,400-799,840.0
CK215,400-799,840.0
KH6481A,400-799,840.0
KH6451A,400-799,840.0
MK1637A,400-799,840.0
KR10527,400-799,840.0
KH6465A,400-799,840.0
KR10583,800-1199,840.0
MK1711A,400-799,840.0
KR10594,800-1199,840.0
MK1546A,400-799,840.0
KR10591,400-799,840.0
KH6429A,400-799,840.0
0319KB306,400-799,840.0
AM140,400-799,840.0
KR9823,400-799,840.0
KR10432,400-799,840.0
KR10463,400-799,840.0
KH5726A,400-799,840.0
KR11331,400-799,840.0
KR11328,400-799,840.0
KH5623A,400-799,840.0
KH6467A,400-799,840.0
KH6508A,400-799,840.0
KR8808,400-799,840.0
KH6469A,400-799,840.0
KH6470A,400-799,840.0
KH6471A,400-799,840.0
KR9798,400-799,840.0
KR11217,400-799,840.0
KH5701A,400-799,840.0
KH5580A,400-799,840.0
AM5031A,400-799,840.0
KR8799,400-799,840.0
KR10372,400-799,840.0
KR8792,400-799,840.0
KH5702A,400-799,840.0
KR9531,400-799,840.0
KR9793,400-799,840.0
KR9532X,400-799,840.0
KR8781,400-799,840.0
KH6603W,400-799,840.0
KR9580,400-799,840.0
KR9573,400-799,840.0
KH5310A,400-799,840.0
KR9571,400-799,840.0
AM5024A,400-799,840.0
0216HT09,400-799,840.0
KH6607W,400-799,840.0
KR9509,400-799,840.0
0714T31,400-799,840.0
KR7988,400-799,840.0
KR9537,400-799,840.0
KR9534X,400-799,840.0
0216HT15,400-799,840.0
KR9527,400-799,840.0
KH6448A,400-799,870.0
KR11057,400-799,870.0
CT47,800-1199,870.0
KH6430A,400-799,870.0
KR11203,400-799,870.0
MK1694A,400-799,870.0
0714T58,800-1199,870.0
KR8830,800-1199,870.0
KR8832,400-799,870.0
MK1749A,800-1199,870.0
KH5585A,400-799,870.0
KR8815,800-1199,870.0
AM152,400-799,870.0
KR8788X,400-799,870.0
KR10838,400-799,870.0
KH5630A,800-1199,870.0
KH5628A,400-799,870.0
MK1425A,400-799,870.0
MK1406A,400-799,870.0
CT49,800-1199,870.0
KH6473A,400-799,870.0
MK6551,800-1199,870.0
KH6424A,400-799,870.0
KH5488A,800-1199,870.0
KH5622A,400-799,870.0
KR11693,800-1199,870.0
0215T06,400-799,870.0
0319KB304,800-1199,870.0
KR8789,400-799,870.0
0814T13,400-799,870.0
KR8821,800-1199,870.0
MK1629A,800-1199,870.0
KH6246W,400-799,870.0
KH5484A,400-799,870.0
KR11503,800-1199,870.0
KH6449A,400-799,870.0
KR8784,400-799,870.0
0814T18,400-799,870.0
AM150,400-799,870.0
KR8783,400-799,870.0
KR8782X,400-799,870.0
0814T35,800-1199,870.0
KR8914X,800-1199,870.0
AM388,800-1199,870.0
ST02W,800-1199,870.0
KH6450A,400-799,870.0
KR10574,800-1199,870.0
KR9552,800-1199,870.0
KR10848,800-1199,870.0
KH5722A,400-799,870.0
KH6472A,400-799,870.0
KH5584A,400-799,870.0
KH5724A,400-799,870.0
1214T07,400-799,870.0
0814T06,400-799,870.0
0518KB101,800-1199,870.0
JM2276,800-1199,870.0
KR10580,800-1199,870.0
AM383,800-1199,870.0
KR8866,400-799,870.0
KR9598,800-1199,870.0
KR8772,400-799,870.0
MK1432A,800-1199,900.0
KR10576,800-1199,900.0
0319KB01,800-1199,900.0
KH6464A,800-1199,900.0
MK1758A,800-1199,900.0
MK1400A,400-799,900.0
KR11329,800-1199,900.0
0814T08,800-1199,900.0
KH6476A,800-1199,900.0
KR9778,800-1199,900.0
KR9563,800-1199,900.0
KH6479A,400-799,900.0
JM2279,800-1199,900.0
KR11502,800-1199,900.0
MK7061A,800-1199,900.0
KR10818,800-1199,900.0
AM137,400-799,900.0
0518KB102,800-1199,900.0
0814T54,800-1199,900.0
MK6513,800-1199,900.0
KR9532,800-1199,900.0
1216H08,800-1199,900.0
KR10565,800-1199,900.0
914RC09,800-1199,900.0
0814T43,800-1199,900.0
KR9802,800-1199,900.0
GT233C,800-1199,900.0
KR11054,800-1199,900.0
1215W11,800-1199,900.0
MK1507A,800-1199,900.0
KH6466A,800-1199,900.0
KR9605,800-1199,900.0
KH6232W,800-1199,900.0
KR11064,800-1199,900.0
KH6410A,800-1199,900.0
KR10106,800-1199,900.0
KH5300A,800-1199,900.0
MK1396A,800-1199,900.0
AM165,800-1199,900.0
KR11514,800-1199,900.0
ST06W,800-1199,900.0
KR8803X,400-799,900.0
KH6511A,800-1199,900.0
AM344,800-1199,900.0
KH6432A,800-1199,900.0
MK1691A,800-1199,900.0
CK228,400-799,900.0
KR9822,800-1199,900.0
MK1683A,400-799,900.0
KR8586,800-1199,900.0
AM168,800-1199,900.0
KH5302A,800-1199,900.0
KR10525,800-1199,900.0
KR9110X,800-1199,900.0
KH5307A,400-799,900.0
KR9503,800-1199,900.0
KR9514,800-1199,900.0
KR10533,800-1199,900.0
1214RC32,800-1199,900.0
MK1736A,800-1199,900.0
KR8798X,800-1199,900.0
MK1708A,800-1199,900.0
KR9068X,800-1199,900.0
AM296,800-1199,900.0
KR10428,800-1199,900.0
KR8772X,800-1199,900.0
KR8774X,400-799,900.0
KR8862,800-1199,900.0
KH5711A,800-1199,900.0
KR8912X,800-1199,900.0
KH5707A,400-799,900.0
KH5706A,400-799,900.0
KR10470,800-1199,900.0
ST21W,800-1199,900.0
KH6591W,800-1199,900.0
AM298,800-1199,900.0
KH5631A,800-1199,900.0
ST01W,800-1199,900.0
KR8798,800-1199,900.0
KH6452A,800-1199,930.0
KR9528,800-1199,930.0
KR9508,800-1199,930.0
MK1751A,800-1199,930.0
KH5306A,800-1199,930.0
KR9111X,800-1199,930.0
0416W03,800-1199,930.0
KR10419,800-1199,930.0
KH5304A,800-1199,930.0
KR9065X,800-1199,930.0
KR9583,800-1199,930.0
0714T57,800-1199,930.0
KR8776X,800-1199,930.0
KH6494A,800-1199,930.0
MK1765A,800-1199,930.0
MK1760A,800-1199,930.0
JM2275,800-1199,930.0
JM2277,800-1199,930.0
MK1549A,800-1199,930.0
0714T26,800-1199,930.0
CK224,800-1199,930.0
KR9557,800-1199,930.0
KH6403SEN,800-1199,930.0
KH5729A,800-1199,930.0
KH6486A,800-1199,930.0
0814T44,800-1199,930.0
MK1667A,800-1199,930.0
KH5486A,800-1199,930.0
914RC06,800-1199,930.0
MK1675A,800-1199,930.0
KH6498A,800-1199,930.0
MK6522,800-1199,930.0
KR10843,800-1199,930.0
KR8800,800-1199,930.0
KH5301A,800-1199,930.0
AM132,800-1199,930.0
KR11063,800-1199,930.0
MK6510,800-1199,930.0
MK6547,800-1199,930.0
KR8848,800-1199,930.0
KH6422A,800-1199,930.0
KH5708A,800-1199,930.0
MK1752A,800-1199,930.0
KR11051,800-1199,930.0
KR10846,800-1199,960.0
KH6480A,800-1199,960.0
KR11501,800-1199,960.0
KH6477A,800-1199,960.0
KH6243W,800-1199,960.0
KH6474A,800-1199,960.0
KR10482,800-1199,960.0
KH6440A,800-1199,960.0
KR11684,800-1199,960.0
KH6240W,800-1199,960.0
KH5733A,800-1199,960.0
KH5713A,800-1199,960.0
KR11698,800-1199,960.0
KR10839,800-1199,960.0
0814T58,800-1199,960.0
KH5723A,800-1199,960.0
KR11296,800-1199,960.0
KR8685,800-1199,960.0
0814T57,800-1199,960.0
KH5600A,800-1199,960.0
0814T10,800-1199,960.0
KH6217W,800-1199,960.0
KR10418,800-1199,960.0
KH6216W,800-1199,960.0
KH6219W,800-1199,960.0
KR11221,800-1199,960.0
0814T19,800-1199,960.0
KH5594A,800-1199,960.0
KR11295,800-1199,960.0
KH6588W,800-1199,960.0
KR10824,800-1199,960.0
KH5598A,800-1199,960.0
KH6433A,800-1199,960.0
KR11326,800-1199,960.0
KR9627,800-1199,960.0
KR11325,800-1199,960.0
KH6445A,800-1199,960.0
KR9112X,800-1199,960.0
914RC18,800-1199,960.0
KH5290A,800-1199,960.0
0319KB04,800-1199,960.0
0714T54,800-1199,960.0
ST20W,800-1199,960.0
MK1524A,800-1199,960.0
0319KB303,800-1199,960.0
0714T46,800-1199,960.0
0316A103,800-1199,960.0
KR9826,800-1199,960.0
MK7048A,800-1199,960.0
KR9546,800-1199,960.0
MK1428A,800-1199,960.0
CK210,800-1199,960.0
0714T27,800-1199,960.0
KH5699A,800-1199,960.0
0416A108,800-1199,960.0
KH5737A,800-1199,960.0
KH6500A,800-1199,960.0
0319KB101,800-1199,960.0
914RC14,800-1199,960.0
AM346,800-1199,960.0
ST07X,800-1199,960.0
0814T09,800-1199,960.0
AM276,800-1199,960.0
KR9560,800-1199,960.0
MK1537A,800-1199,960.0
DC4498,800-1199,960.0
914RC08,800-1199,960.0
MK1434A,800-1199,960.0
KR10566,800-1199,990.0
KR10542,800-1199,990.0
KH5698A,800-1199,990.0
AM158,800-1199,990.0
KH6497A,800-1199,990.0
KH6488A,800-1199,990.0
MK1476A,800-1199,990.0
KH6453A,800-1199,990.0
KH6421A,800-1199,990.0
ST03W,800-1199,990.0
CK208,800-1199,990.0
AM5182WW,800-1199,990.0
KH6242W,800-1199,990.0
0814T59,800-1199,990.0
KH5731A,800-1199,990.0
MK1653A,800-1199,990.0
KH6423A,800-1199,990.0
KH5305A,800-1199,990.0
KH6235W,800-1199,990.0
KR8833,800-1199,990.0
KR9505,800-1199,990.0
KH6271W,800-1199,990.0
KR8831,800-1199,990.0
KR10465,800-1199,990.0
KH5303A,800-1199,990.0
KH6502A,800-1199,990.0
0714T55,800-1199,990.0
KR10475,800-1199,990.0
KR10586,800-1199,990.0
KH5714A,800-1199,990.0
MK7053A,800-1199,990.0
MK1488A,800-1199,990.0
KR10571,800-1199,990.0
AM385,800-1199,990.0
MK1445A,800-1199,990.0
AM270,800-1199,990.0
MK1738A,800-1199,990.0
KR9531X,800-1199,990.0
KR10830,800-1199,990.0
KR11703,800-1199,990.0
MK1762A,800-1199,990.0
KH6438A,800-1199,990.0
KR10827,800-1199,990.0
KH6441A,800-1199,990.0
KH5286A,800-1199,990.0
GT225C,800-1199,990.0
KH5838AW,800-1199,990.0
KR9518,800-1199,990.0
0714T29,800-1199,990.0
KH6269W,800-1199,990.0
MK1734A,800-1199,990.0
KH6435A,800-1199,990.0
KR11265,800-1199,990.0
KH6265W,800-1199,990.0
0714T01,800-1199,990.0
KR9579,800-1199,990.0
0714T21,800-1199,990.0
0814T56,800-1199,990.0
0814T14,800-1199,990.0
KH6446A,800-1199,990.0
JM2257,800-1199,990.0
KR10404,800-1199,990.0
KH6499A,800-1199,990.0
MK1761A,800-1199,990.0
KR9633,800-1199,990.0
0714T06,800-1199,990.0
1216H06,800-1199,990.0
0319KB204,800-1199,990.0
0814T42,800-1199,990.0
1216H05,800-1199,990.0
MK1429A,800-1199,1020.0
KH5730A,800-1199,1020.0
MK1411A,800-1199,1020.0
KR11689,800-1199,1020.0
GT228,800-1199,1020.0
GT226,800-1199,1020.0
MK1678A,800-1199,1020.0
KR10100,800-1199,1020.0
GT229C,800-1199,1020.0
KR11700,800-1199,1020.0
MK1725A,800-1199,1020.0
GT214B,800-1199,1020.0
0316A105,800-1199,1020.0
MK1729A,800-1199,1020.0
0814T05_,800-1199,1020.0
KR10836,800-1199,1020.0
0916C309,800-1199,1020.0
KR9516,800-1199,1020.0
0714T39,800-1199,1020.0
0714T28,800-1199,1020.0
KH5840AW,800-1199,1020.0
KH5314A,800-1199,1020.0
KH5855AW,800-1199,1020.0
KR10473,800-1199,1020.0
MK1742A,800-1199,1020.0
KR10095,800-1199,1020.0
KR8775,800-1199,1020.0
KH6415A,800-1199,1020.0
MK1498A,800-1199,1020.0
KR8864,800-1199,1020.0
KH5831AW,800-1199,1020.0
MK1731A,800-1199,1020.0
KR11334,800-1199,1020.0
0316W07X,800-1199,1020.0
GT208A,800-1199,1020.0
KR8784X,800-1199,1020.0
KR10120,800-1199,1020.0
AM368,800-1199,1020.0
MK1520A,800-1199,1020.0
KH6402SEN,800-1199,1020.0
KR9635,800-1199,1020.0
KH5597A,800-1199,1020.0
KH5599A,800-1199,1020.0
AM134,800-1199,1020.0
KH6389SEN,800-1199,1020.0
GT204A,800-1199,1020.0
KH6409A,800-1199,1020.0
JM2272,800-1199,1020.0
KR11687,800-1199,1050.0
MK1730A,800-1199,1050.0
MK1602A,800-1199,1050.0
MK1685A,800-1199,1050.0
KR8820,800-1199,1050.0
0316A107,800-1199,1050.0
KH6493A,800-1199,1050.0
KR11694,800-1199,1050.0
AM365,800-1199,1050.0
0916C308,800-1199,1050.0
MK7062A,800-1199,1050.0
KH6501A,800-1199,1050.0
0714T48,800-1199,1050.0
KR11699,800-1199,1050.0
KR11303,800-1199,1050.0
MK6540,800-1199,1050.0
KR8843,800-1199,1050.0
KR8840,800-1199,1050.0
KR11512,800-1199,1050.0
KH5595A,800-1199,1050.0
KR8807,800-1199,1050.0
MK1474A,800-1199,1050.0
0714T60,800-1199,1050.0
KR11685,800-1199,1050.0
KH6411A,800-1199,1050.0
MK1706A,800-1199,1050.0
KH6414A,800-1199,1050.0
KR10529,800-1199,1050.0
MK1553A,800-1199,1050.0
KH6267W,800-1199,1050.0
KH6447A,800-1199,1050.0
GT221B,800-1199,1050.0
MK1580A,800-1199,1050.0
MK1538A,800-1199,1050.0
KH6434A,800-1199,1050.0
KH6394SEN,800-1199,1050.0
MK1672A,800-1199,1050.0
MK1540A,800-1199,1050.0
CK127,800-1199,1050.0
MK1566A,800-1199,1050.0
MK1494A,800-1199,1050.0
KH6443A,800-1199,1050.0
KR10544,800-1199,1050.0
GT243W,800-1199,1050.0
GT242W,800-1199,1050.0
KR9821,800-1199,1050.0
MK1659A,800-1199,1050.0
KH6444A,800-1199,1050.0
KH6241W,800-1199,1050.0
KH6417A,800-1199,1050.0
MK1726A,800-1199,1050.0
MK1733A,800-1199,1050.0
KR11300,800-1199,1080.0
GT224C,800-1199,1080.0
KH6400SEN,800-1199,1080.0
KR10105,800-1199,1080.0
0814T03,800-1199,1080.0
KH5312A,800-1199,1080.0
GT213A,800-1199,1080.0
KH5854AW,800-1199,1080.0
MK1664A,800-1199,1080.0
MK1486A,800-1199,1080.0
KR11327,800-1199,1080.0
KR10090,800-1199,1080.0
0319KB102,800-1199,1080.0
AM5183WW,800-1199,1080.0
914RC10,800-1199,1080.0
KR9818,800-1199,1080.0
KR11304,800-1199,1080.0
KR10405,800-1199,1080.0
KR9779,800-1199,1080.0
AM268,800-1199,1080.0
KR11330,800-1199,1080.0
KH6244W,800-1199,1080.0
MK1385A,800-1199,1080.0
KH6463A,800-1199,1080.0
0714T25,800-1199,1080.0
1214T11,800-1199,1080.0
0518KB104,800-1199,1080.0
KR11201,800-1199,1080.0
0416C306,800-1199,1080.0
AM5012A,800-1199,1080.0
KR8776,800-1199,1080.0
GT209A,800-1199,1080.0
KH6437A,800-1199,1080.0
AM5161WA,800-1199,1080.0
MK1699A,800-1199,1080.0
KR10441,800-1199,1080.0
MK1440A,800-1199,1080.0
GT231C,800-1199,1080.0
0714T30,800-1199,1080.0
MK1403A,800-1199,1080.0
KR11513,800-1199,1080.0
MK1397A,800-1199,1080.0
MK1395A,800-1199,1080.0
MK1392A,800-1199,1080.0
MK1435A,800-1199,1080.0
0416C302,800-1199,1080.0
0416A106,800-1199,1080.0
0815W01,800-1199,1080.0
MK1511A,800-1199,1080.0
MK1519A,800-1199,1080.0
AM301,800-1199,1080.0
GT207A,800-1199,1080.0
AM297,800-1199,1080.0
KR8804,800-1199,1080.0
KH5596A,800-1199,1080.0
KR10582,800-1199,1080.0
0216HT16,800-1199,1080.0
MK1475A,800-1199,1080.0
1214RC30,800-1199,1080.0
0319KB201,800-1199,1110.0
KH5287A,800-1199,1110.0
MK7064A,800-1199,1110.0
KH5735A,800-1199,1110.0
MK1766A,800-1199,1110.0
MK1413A,800-1199,1110.0
MK6543,800-1199,1110.0
MK1430A,800-1199,1110.0
KR11336,800-1199,1110.0
MK1386A,800-1199,1110.0
MK6530,800-1199,1110.0
MK1404A,800-1199,1110.0
KH5289A,800-1199,1110.0
KH5297A,800-1199,1110.0
KR10424,800-1199,1110.0
GT238W,800-1199,1110.0
KR11333,800-1199,1110.0
KR9530,800-1199,1110.0
AM648,800-1199,1110.0
KR11338,800-1199,1110.0
JM2256,800-1199,1110.0
KH5845AW,800-1199,1110.0
MK1613A,800-1199,1110.0
AM335,800-1199,1110.0
GT220B,800-1199,1110.0
MK1769A,800-1199,1110.0
KH6222W,800-1199,1110.0
GT218B,800-1199,1110.0
KH6270W,800-1199,1110.0
KR10460,800-1199,1110.0
MK1389A,800-1199,1110.0
MK7063A,800-1199,1110.0
MK1654A,800-1199,1110.0
MK1597A,800-1199,1110.0
GT210A,800-1199,1110.0
KR10522,800-1199,1110.0
MK1632A,800-1199,1110.0
0814T12,800-1199,1110.0
KR9520,800-1199,1110.0
KR10532,800-1199,1110.0
AM348,800-1199,1110.0
KR10814,800-1199,1110.0
0714T59,800-1199,1110.0
KH5824AW,800-1199,1140.0
MK1443A,800-1199,1140.0
MK1697A,800-1199,1140.0
0518KB302,800-1199,1140.0
AM625,800-1199,1140.0
KR10455,800-1199,1140.0
KR8774,800-1199,1140.0
MK1666A,800-1199,1140.0
MK1465A,800-1199,1140.0
MK6512,800-1199,1140.0
KR9519,800-1199,1140.0
0216HT23,800-1199,1140.0
MK1449A,800-1199,1140.0
KR11305,800-1199,1140.0
KH6487A,800-1199,1140.0
KH5732A,800-1199,1140.0
KR11319,800-1199,1140.0
MK1461A,800-1199,1140.0
KH6436A,800-1199,1140.0
KR11240,800-1199,1140.0
MK1439A,800-1199,1140.0
GT212A,800-1199,1140.0
KH5848AW,800-1199,1140.0
MK1603A,800-1199,1140.0
AM671,800-1199,1140.0
KR10381,800-1199,1140.0
MK6545,800-1199,1140.0
1215W04,800-1199,1140.0
MK1748A,800-1199,1140.0
KR8773,800-1199,1140.0
KR10102,800-1199,1140.0
KR9044X,800-1199,1140.0
KH6264W,800-1199,1140.0
MK1640A,800-1199,1140.0
0714T02,800-1199,1140.0
KH6268W,800-1199,1140.0
KR10535,800-1199,1140.0
0518KB201,800-1199,1140.0
AM352,800-1199,1140.0
MK6546,800-1199,1140.0
0916C306,800-1199,1140.0
AM304,800-1199,1140.0
GT206A,800-1199,1140.0
KH5618A,800-1199,1140.0
MK6550,800-1199,1140.0
KR11298,800-1199,1140.0
