Tire_ID,age_category,check_point_zero
DC4966C,800-1199,1170.0
0814T16,800-1199,1170.0
MK1648A,800-1199,1170.0
KH5736A,800-1199,1170.0
MK7050A,800-1199,1170.0
KR8822,800-1199,1170.0
GT438,800-1199,1170.0
MK7046A,800-1199,1170.0
MK1550A,800-1199,1170.0
KR8823,800-1199,1170.0
AM357,800-1199,1170.0
GT429,800-1199,1170.0
MK1393A,800-1199,1170.0
KR8775X,800-1199,1170.0
MK1662A,800-1199,1170.0
MK7045A,800-1199,1170.0
MK1771A,800-1199,1170.0
MK1732A,800-1199,1170.0
DC4497,800-1199,1170.0
KH5839AW,800-1199,1170.0
0519WW01,800-1199,1170.0
0216HT21,800-1199,1170.0
MK1680A,800-1199,1170.0
MK1607A,800-1199,1170.0
KR10094,800-1199,1170.0
KR11318,800-1199,1170.0
AM5003A,800-1199,1170.0
KR10572,800-1199,1170.0
DC4967C,800-1199,1170.0
KH6183W,800-1199,1170.0
MK1388A,800-1199,1170.0
KH6192W,800-1199,1170.0
KH5858AW,800-1199,1200.0
MK1489A,800-1199,1200.0
MK1513A,800-1199,1200.0
MK1522A,800-1199,1200.0
KH5295A,800-1199,1200.0
MK1387A,800-1199,1200.0
KH6395SEN,800-1199,1200.0
1215A106,800-1199,1200.0
KR11337,800-1199,1200.0
KR9577,800-1199,1200.0
MK1508A,800-1199,1200.0
KR8795,800-1199,1200.0
KH6263W,800-1199,1200.0
MK1535A,800-1199,1200.0
MK1551A,800-1199,1200.0
MK1490A,800-1199,1200.0
MK1518A,800-1199,1200.0
MK1567A,800-1199,1200.0
AM320,800-1199,1200.0
MK1681A,800-1199,1200.0
MK1599A,800-1199,1200.0
MK1739A,800-1199,1200.0
AM382,800-1199,1200.0
KH6408A,800-1199,1200.0
AM5002A,800-1199,1200.0
MK1614A,800-1199,1200.0
AM675,800-1199,1200.0
MK1682A,800-1199,1200.0
KR10537,800-1199,1200.0
MK1720A,800-1199,1200.0
MK1631A,800-1199,1200.0
AM364,800-1199,1200.0
AM644,800-1199,1200.0
KH6416A,800-1199,1200.0
KR10422,800-1199,1200.0
KH6420A,800-1199,1200.0
0416C305,800-1199,1200.0
MK1677A,800-1199,1200.0
MK1394A,800-1199,1230.0
MK1441A,800-1199,1230.0
KR10439,800-1199,1230.0
MK1577A,800-1199,1230.0
KH6492A,800-1199,1230.0
MK1581A,800-1199,1230.0
KH6491A,800-1199,1230.0
AM5048A,800-1199,1230.0
JM2315A,800-1199,1230.0
KR9512,800-1199,1230.0
0319KB02,800-1199,1230.0
AM300,800-1199,1230.0
AM306,800-1199,1230.0
KR9799,800-1199,1230.0
KH6490A,800-1199,1230.0
KR10568,800-1199,1230.0
0815A104,800-1199,1230.0
MK1516A,800-1199,1230.0
KR9781,800-1199,1230.0
KH6507A,800-1199,1230.0
KR8782,800-1199,1230.0
0814T04,800-1199,1230.0
MK1616A,800-1199,1230.0
MK1509A,800-1199,1230.0
KR9502,800-1199,1230.0
0815W05,800-1199,1230.0
1216H04,800-1199,1230.0
MK1510A,800-1199,1230.0
MK1493A,800-1199,1230.0
AM356,800-1199,1230.0
1215W12,800-1199,1230.0
1215W07,800-1199,1230.0
KH5822AW,800-1199,1230.0
MK1610A,800-1199,1230.0
KH6611W,800-1199,1260.0
AM5015A,800-1199,1260.0
KH5587A,800-1199,1260.0
MK1586A,800-1199,1260.0
KH5291A,800-1199,1260.0
AM5011A,800-1199,1260.0
0316C301,800-1199,1260.0
DC4496,800-1199,1260.0
KH5620A,800-1199,1260.0
AM653,800-1199,1260.0
KR8842,800-1199,1260.0
MK1698A,800-1199,1260.0
MK1506A,800-1199,1260.0
0814T02,800-1199,1260.0
MK1633A,800-1199,1260.0
MK6471,800-1199,1260.0
MK6531,800-1199,1260.0
MK1521A,800-1199,1260.0
ST11W,800-1199,1260.0
1215A103,800-1199,1260.0
AM343,800-1199,1260.0
KR10581,800-1199,1260.0
MK6544,800-1199,1260.0
MK1575A,800-1199,1260.0
KR11241,800-1199,1260.0
KH5473A,800-1199,1260.0
MK1687A,800-1199,1260.0
0714T47,800-1199,1260.0
MK1477A,800-1199,1260.0
0815C306,800-1199,1260.0
0814T11,800-1199,1260.0
KR10468,800-1199,1260.0
MK1460A,800-1199,1260.0
MK1679A,800-1199,1260.0
KH6606W,800-1199,1260.0
MK1390A,800-1199,1260.0
MK1485A,800-1199,1260.0
KH6608W,800-1199,1260.0
KH6610W,800-1199,1260.0
MK1572A,800-1199,1260.0
KH5738A,800-1199,1260.0
MK1722A,800-1199,1260.0
MK6491,800-1199,1290.0
0216HT14,1200-1599,1290.0
0316A108,1200-1599,1290.0
KH5844AW,1200-1599,1290.0
KR10117,1200-1599,1290.0
MK1668A,1200-1599,1290.0
GT216B,1200-1599,1290.0
GT217B,1200-1599,1290.0
0815W03,1200-1599,1290.0
MK1482A,1200-1599,1290.0
MK1492A,800-1199,1290.0
MK1466A,1200-1599,1290.0
KH6597W,800-1199,1290.0
KH6398SEN,1200-1599,1290.0
MK1757A,1200-1599,1290.0
GT205A,1200-1599,1290.0
MK6502,1200-1599,1290.0
ST22W,1200-1599,1290.0
AM659,800-1199,1290.0
0815C304,1200-1599,1290.0
MK1764A,800-1199,1290.0
JM2284,1200-1599,1290.0
0316W08X,1200-1599,1290.0
JM2285,800-1199,1290.0
MK1423A,1200-1599,1290.0
AM366,1200-1599,1290.0
KH5299A,1200-1599,1290.0
GT227,1200-1599,1290.0
MK1753A,1200-1599,1290.0
MK1756A,800-1199,1290.0
MK6483,1200-1599,1290.0
KH5298A,800-1199,1290.0
GT235,1200-1599,1290.0
KR9824,1200-1599,1290.0
MK1717A,1200-1599,1290.0
AM277,1200-1599,1320.0
JM2307A,1200-1599,1320.0
MK6548,1200-1599,1320.0
KH5624A,1200-1599,1320.0
KH6509A,1200-1599,1320.0
MK1401A,800-1199,1320.0
KR9825,1200-1599,1320.0
MK1412A,1200-1599,1320.0
MK1462A,1200-1599,1320.0
MK1416A,1200-1599,1320.0
MK1408A,1200-1599,1320.0
MK1399A,800-1199,1320.0
KH6261W,1200-1599,1320.0
GT222B,1200-1599,1320.0
MK1583A,1200-1599,1320.0
GT219B,1200-1599,1320.0
JM2282,1200-1599,1320.0
DC4961C,1200-1599,1320.0
AM273,1200-1599,1320.0
MK1763A,1200-1599,1320.0
MK6473,1200-1599,1320.0
0916C315,1200-1599,1320.0
KH5478A,1200-1599,1320.0
MK1470A,1200-1599,1320.0
MK1655A,1200-1599,1320.0
1215W09,1200-1599,1320.0
MK6472,1200-1599,1320.0
AM380,1200-1599,1320.0
MK6482,1200-1599,1320.0
1215A101,1200-1599,1320.0
AM643,1200-1599,1320.0
KR8827,1200-1599,1320.0
JM2278,1200-1599,1320.0
KR10573,1200-1599,1320.0
MK1695A,1200-1599,1320.0
AM159,1200-1599,1350.0
MK6504,1200-1599,1350.0
MK6476,1200-1599,1350.0
AM657,1200-1599,1350.0
MK6465,1200-1599,1350.0
0916C307,1200-1599,1350.0
MK1754A,1200-1599,1350.0
KR10469,1200-1599,1350.0
MK1701A,1200-1599,1350.0
DC4964C,1200-1599,1350.0
MK1438A,1200-1599,1350.0
AM130,1200-1599,1350.0
1215W06,1200-1599,1350.0
KR9772,1200-1599,1350.0
MK1495A,1200-1599,1350.0
MK1531A,1200-1599,1350.0
GT211A,1200-1599,1350.0
DC4472,1200-1599,1350.0
KH6596W,1200-1599,1350.0
AM5008A,1200-1599,1350.0
MK6498,1200-1599,1350.0
MK6524,1200-1599,1350.0
AM269,1200-1599,1350.0
JM2283,1200-1599,1350.0
MK6537,1200-1599,1350.0
1215W05,1200-1599,1350.0
MK1718A,1200-1599,1350.0
KH6179W,1200-1599,1350.0
ST07W,1200-1599,1350.0
AM138,1200-1599,1350.0
AM654,1200-1599,1350.0
KH6413A,1200-1599,1350.0
MK1623A,1200-1599,1350.0
AM135,1200-1599,1350.0
AM342,1200-1599,1350.0
MK1545A,1200-1599,1350.0
AM5050A,1200-1599,1350.0
AM329,1200-1599,1380.0
MK1727A,1200-1599,1380.0
MK1728A,1200-1599,1380.0
KH5625A,1200-1599,1380.0
MK1579A,1200-1599,1380.0
MK1458A,1200-1599,1380.0
MK1755A,1200-1599,1380.0
MK1503A,1200-1599,1380.0
JM2281,1200-1599,1380.0
DC4960C,1200-1599,1380.0
MK1499A,1200-1599,1380.0
MK7057A,1200-1599,1380.0
AM141,1200-1599,1380.0
MK1463A,1200-1599,1380.0
MK6538,1200-1599,1380.0
KR9780,1200-1599,1380.0
0416A105,1200-1599,1380.0
0519WW02,1200-1599,1380.0
KH5829AW,1200-1599,1380.0
MK1529A,1200-1599,1380.0
MK1746A,1200-1599,1380.0
MK1741A,1200-1599,1380.0
KH6213W,1200-1599,1380.0
MK1525A,1200-1599,1380.0
DC4965C,1200-1599,1380.0
MK1573A,1200-1599,1380.0
KR9812,1200-1599,1380.0
MK1590A,1200-1599,1380.0
MK1530A,1200-1599,1380.0
MK1772A,1200-1599,1380.0
AM624,1200-1599,1380.0
MK1565A,1200-1599,1380.0
MK6462,1200-1599,1410.0
MK7047A,1200-1599,1410.0
MK6464,1200-1599,1410.0
MK1744A,1200-1599,1410.0
MK1735A,1200-1599,1410.0
AM392,1200-1599,1410.0
KR10385,1200-1599,1410.0
KH6392SEN,1200-1599,1410.0
KH6504A,1200-1599,1410.0
MK6477,1200-1599,1410.0
MK1625A,1200-1599,1410.0
KH5474A,1200-1599,1410.0
MK6479,1200-1599,1410.0
MK1501A,1200-1599,1410.0
KH6419A,1200-1599,1410.0
KH6482A,1200-1599,1410.0
MK1436A,1200-1599,1410.0
KH6483A,1200-1599,1410.0
KH6177W,1200-1599,1410.0
KH5480A,1200-1599,1410.0
KR11701,1200-1599,1410.0
MK1737A,1200-1599,1410.0
1214T05,1200-1599,1410.0
MK1496A,1200-1599,1410.0
KH6484A,1200-1599,1410.0
0815W08,1200-1599,1440.0
MK1548A,1200-1599,1440.0
0416A107,1200-1599,1440.0
MK6527,1200-1599,1440.0
MK6468,1200-1599,1440.0
MK6525,1200-1599,1440.0
AM274,1200-1599,1440.0
0518KB304,1200-1599,1440.0
MK1592A,1200-1599,1440.0
MK1468A,1200-1599,1440.0
AM5168WB,1200-1599,1440.0
0518KB203,1200-1599,1440.0
KH5471A,1200-1599,1440.0
MK1480A,1200-1599,1440.0
AM5009A,1200-1599,1440.0
MK6460,1200-1599,1440.0
MK1459A,1200-1599,1440.0
0216HT11,1200-1599,1440.0
MK1688A,1200-1599,1440.0
MK1641A,1200-1599,1470.0
MK6552,1200-1599,1470.0
MK6496,1200-1599,1470.0
MK1615A,1200-1599,1470.0
MK1647A,1200-1599,1470.0
MK6541,1200-1599,1470.0
MK1639A,1200-1599,1470.0
MK1716A,1200-1599,1470.0
MK1539A,1200-1599,1470.0
MK6526,1200-1599,1470.0
MK6518,1200-1599,1470.0
MK6515,1200-1599,1470.0
KH6609W,1200-1599,1470.0
KH5712A,1200-1599,1470.0
AM275,1200-1599,1470.0
KH5826AW,1200-1599,1470.0
KH6176W,1200-1599,1470.0
MK1569A,1200-1599,1470.0
MK6485,1200-1599,1470.0
KH5487A,1200-1599,1470.0
KH6489A,1200-1599,1500.0
AM161,1200-1599,1500.0
MK1541A,1200-1599,1500.0
JM2317A,1200-1599,1500.0
MK1542A,1200-1599,1500.0
KR10467,1200-1599,1500.0
MK1481A,1200-1599,1500.0
KH5481A,1200-1599,1500.0
KR9556,1200-1599,1500.0
JM2319A,1200-1599,1500.0
MK6499,1200-1599,1500.0
MK1405A,1200-1599,1500.0
MK1402A,1200-1599,1500.0
DC4456,1200-1599,1500.0
JM2260,1200-1599,1500.0
AM288,1200-1599,1500.0
KH6388SEN,1200-1599,1500.0
KH6485A,1200-1599,1500.0
AM302,1200-1599,1500.0
MK1715A,1200-1599,1500.0
AM5160WA,1200-1599,1500.0
AM5165WA,1200-1599,1530.0
AM146,1200-1599,1530.0
KH5475A,1200-1599,1530.0
AM5176WC,1200-1599,1530.0
AM5179WC,1200-1599,1530.0
AM5164WA,1200-1599,1530.0
AM5014A,1200-1599,1530.0
MK1669A,1200-1599,1530.0
MK1646A,1200-1599,1530.0
JM2309A,1200-1599,1530.0
AM157,1200-1599,1530.0
KH5828AW,1200-1599,1530.0
AM647,1200-1599,1530.0
AM5169WB,1200-1599,1530.0
AM316,1200-1599,1530.0
0815A103,1200-1599,1530.0
AM5166WB,1200-1599,1560.0
GT430,1200-1599,1560.0
AM272,1200-1599,1560.0
KH6468A,1200-1599,1560.0
AM355,1200-1599,1560.0
MK1515A,1200-1599,1560.0
KH6590W,1200-1599,1560.0
KH6587W,1200-1599,1560.0
AM166,1200-1599,1560.0
MK1431A,1200-1599,1560.0
MK6469,1200-1599,1560.0
MK1417A,1200-1599,1560.0
MK1502A,1200-1599,1560.0
MK6478,1200-1599,1560.0
KH6231W,1200-1599,1590.0
MK1512A,1200-1599,1590.0
MK6474,1200-1599,1590.0
MK6495,1200-1599,1590.0
MK6529,1200-1599,1590.0
KH5851AW,1200-1599,1590.0
KH5716A,1200-1599,1590.0
MK6463,1200-1599,1590.0
MK6461,1200-1599,1590.0
KR9819,1200-1599,1590.0
KH5836AW,1200-1599,1590.0
AM5016A,1200-1599,1620.0
AM5017A,1200-1599,1620.0
KH6589W,1200-1599,1620.0
0916C313,1200-1599,1620.0
MK6494,1200-1599,1620.0
MK1528A,1200-1599,1620.0
MK6490,1200-1599,1620.0
MK6536,1200-1599,1620.0
KH5293A,1200-1599,1620.0
AM5051A,1200-1599,1620.0
1215A108,1200-1599,1620.0
MK6520,1200-1599,1650.0
AM658,1200-1599,1650.0
AM637,1200-1599,1650.0
MK6508,1200-1599,1650.0
MK6519,1200-1599,1650.0
AM351,1200-1599,1650.0
MK6534,1200-1599,1650.0
AM131,1200-1599,1650.0
AM623,1200-1599,1650.0
MK1578A,1200-1599,1650.0
AM169,1200-1599,1650.0
KH6182W,1200-1599,1650.0
AM372,1200-1599,1680.0
KH6495A,1200-1599,1680.0
AM354,1200-1599,1680.0
AM632,1200-1599,1680.0
MK1642A,1200-1599,1680.0
AM628,1200-1599,1680.0
MK1504A,1200-1599,1680.0
KH6178W,1200-1599,1710.0
MK6475,1600-1999,1710.0
AM5028A,1600-1999,1710.0
AM133,1600-1999,1710.0
KH5718A,1600-1999,1710.0
MK6470,1600-1999,1740.0
MK6466,1600-1999,1740.0
MK6501,1600-1999,1740.0
MK6467,1600-1999,1740.0
MK6497,1600-1999,1740.0
MK6480,1600-1999,1740.0
MK6503,1600-1999,1740.0
MK1467A,1600-1999,1740.0
AM358,1600-1999,1770.0
AM287,1600-1999,1770.0
AM5048AA,1600-1999,1770.0
AM5006A,1600-1999,1770.0
KH6181W,1600-1999,1770.0
MK6521,1600-1999,1800.0
MK1424A,1600-1999,1800.0
AM5021A,1600-1999,1800.0
KH6180W,1600-1999,1830.0
DC4489,1600-1999,1830.0
MK1426A,1600-1999,1860.0
MK6539,1600-1999,1860.0
0814T07,1600-1999,1890.0
MK1609A,1600-1999,1920.0
AM160,1600-1999,
AM167,1600-1999,
AM333,1600-1999,
