Episode,Timestep,Reward
6425,20,-170
6426,17,65
6427,14,110
6428,20,-155
6429,20,-125
6430,17,80
6431,20,-95
6432,20,-110
6433,11,110
6434,20,-50
6435,20,-140
6436,20,-140
6437,20,-170
6438,10,105
6439,20,-125
6440,20,-170
6441,7,105
6442,20,-140
6443,20,-125
6444,15,85
6445,20,-95
6446,20,-110
6447,20,-140
6448,20,-140
6449,20,-170
6450,20,-80
6451,20,-80
6452,20,-140
6453,20,-170
6454,20,-125
6455,20,-170
6456,20,-110
6457,4,120
6458,20,-35
6459,20,-200
6460,15,10
6461,20,-35
6462,20,-65
6463,20,-140
6464,20,-110
6465,20,-125
6466,12,130
6467,20,-95
6468,20,-50
6469,20,-155
6470,6,115
6471,20,-95
6472,20,-125
6473,8,110
6474,5,125
6475,20,-95
6476,20,-155
6477,20,-170
6478,20,-95
6479,10,105
6480,20,-155
6481,20,-95
6482,20,-140
6483,20,-80
6484,20,-110
6485,20,-155
6486,4,120
6487,7,120
6488,8,110
6489,20,-185
6490,20,-110
6491,14,65
6492,7,90
6493,20,-140
6494,20,-125
6495,11,80
6496,20,-110
6497,20,-110
6498,20,-95
6499,20,-155
6500,20,-80
6501,20,-35
6502,4,105
6503,20,-140
6504,20,-80
6505,20,-155
6506,14,95
6507,20,-155
6508,20,-95
6509,20,-80
6510,20,-95
6511,20,-50
6512,20,-35
6513,20,-95
6514,20,-80
6515,20,-95
6516,20,-125
6517,20,-95
6518,20,-140
6519,7,120
6520,20,-125
6521,20,-50
6522,20,-200
6523,20,-110
6524,20,-80
6525,20,-155
6526,14,95
6527,20,-125
6528,20,-170
6529,20,-65
6530,20,-80
6531,20,-140
6532,10,105
6533,20,-80
6534,20,-125
6535,8,125
6536,20,-125
6537,20,-110
6538,20,-80
6539,19,75
6540,20,-110
6541,20,-95
6542,20,-110
6543,20,-170
6544,20,-95
6545,20,-80
6546,20,-110
6547,20,-95
6548,20,-155
6549,20,-95
6550,20,-155
6551,20,-125
6552,15,55
6553,20,-125
6554,11,65
6555,20,-185
6556,20,-95
6557,20,-80
6558,20,-170
6559,20,-125
6560,20,-65
6561,20,-95
6562,20,-140
6563,7,105
6564,20,-95
6565,11,95
6566,20,-110
6567,20,-110
6568,20,-95
6569,20,-95
6570,20,-140
6571,20,-80
6572,20,-170
6573,18,70
6574,20,-185
6575,20,-80
6576,20,-140
6577,20,-185
6578,20,-140
6579,20,-95
6580,20,-95
6581,20,-155
6582,20,-65
6583,20,-140
6584,16,105
6585,20,-125
6586,20,-170
6587,20,-140
6588,20,-80
6589,20,-95
6590,11,110
6591,20,-140
6592,20,-140
6593,20,-65
6594,20,-65
6595,20,-35
6596,20,-155
6597,20,-125
6598,20,-125
6599,9,130
6600,20,-110
6601,20,-140
6602,20,-125
6603,20,-125
6604,20,-110
6605,8,110
6606,20,-50
6607,20,-170
6608,20,-110
6609,20,-110
6610,20,-110
6611,6,100
6612,20,-140
6613,20,-140
6614,20,-95
6615,20,-80
6616,20,-125
6617,20,-140
6618,20,-125
6619,20,-155
6620,20,-110
6621,4,120
6622,20,-80
6623,20,-125
6624,20,-95
6625,20,-140
6626,20,-80
6627,20,-140
6628,20,-110
6629,20,-140
6630,20,-125
6631,20,-125
6632,20,-110
6633,4,90
6634,20,-110
6635,20,-110
6636,20,-155
6637,20,-65
6638,20,-155
6639,20,-35
6640,20,-125
6641,20,-80
6642,20,-170
6643,20,-170
6644,20,-95
6645,20,-95
6646,18,160
6647,20,-140
6648,20,-95
6649,20,-125
6650,20,-110
6651,20,-125
6652,20,-80
6653,4,120
6654,20,-155
6655,20,-155
6656,20,-125
6657,20,-80
6658,20,-50
6659,20,-80
6660,20,-125
6661,20,-125
6662,20,-185
6663,20,-140
6664,20,-140
6665,12,55
6666,20,-65
6667,20,-170
6668,20,-95
6669,20,-110
6670,20,-80
6671,20,-80
6672,6,115
6673,16,105
6674,20,-110
6675,20,-95
6676,20,-155
6677,20,-170
6678,20,-95
6679,20,-80
6680,20,-170
6681,7,120
6682,20,-125
6683,20,-110
6684,20,-140
6685,20,-110
6686,8,110
6687,20,-95
6688,20,-140
6689,20,-140
6690,17,110
6691,20,-125
6692,20,-155
6693,20,-95
6694,20,-125
6695,20,-140
6696,20,-110
6697,20,-140
6698,20,-95
6699,6,130
6700,20,-155
6701,20,-170
6702,20,-125
6703,20,-110
6704,20,-155
6705,10,75
6706,20,-35
6707,20,-200
6708,20,-125
6709,20,-170
6710,13,105
6711,7,120
6712,20,-110
6713,20,-170
6714,11,80
6715,20,-125
6716,20,-140
6717,8,110
6718,15,100
6719,20,-125
6720,20,-20
6721,20,-95
6722,20,-140
6723,20,-125
6724,20,-110
6725,20,-185
6726,20,-110
6727,20,-155
6728,20,-185
6729,20,-125
6730,20,-80
6731,20,-95
6732,10,120
6733,20,-65
6734,20,-50
6735,20,-140
6736,20,-80
6737,20,-155
6738,20,-110
6739,20,-170
6740,20,-170
6741,20,-65
6742,20,-110
6743,20,-125
6744,20,-140
6745,20,-125
6746,20,-140
6747,20,-95
6748,20,-140
6749,8,125
6750,20,-110
6751,20,-80
6752,20,-170
6753,20,-125
6754,20,-140
6755,20,-110
6756,20,-50
6757,6,85
6758,20,-80
6759,4,105
6760,20,-110
6761,20,-140
6762,20,-185
6763,3,115
6764,9,130
6765,5,95
6766,20,-140
6767,20,-140
6768,20,-95
6769,20,-80
6770,20,-95
6771,7,120
6772,20,-95
6773,20,-155
6774,20,-80
6775,20,-110
6776,20,-110
6777,20,-110
6778,20,-95
6779,20,-110
6780,20,-95
6781,20,-125
6782,6,130
6783,20,-155
6784,5,125
6785,20,-140
6786,20,-95
6787,20,-110
6788,20,-110
6789,20,-110
6790,20,-95
6791,20,-155
6792,20,-170
6793,11,140
6794,20,-140
6795,20,-125
6796,20,-50
6797,6,130
6798,20,-155
6799,20,-95
6800,20,-95
6801,20,-170
6802,19,90
6803,20,-80
6804,8,140
6805,7,105
6806,9,100
6807,20,-125
6808,20,-140
6809,20,-95
6810,20,-155
6811,20,-110
6812,20,-155
6813,20,-155
6814,8,65
6815,20,-80
6816,20,-95
6817,20,-110
6818,20,-110
6819,6,130
6820,20,-140
6821,20,-125
6822,20,-110
6823,20,-155
6824,20,-155
6825,20,-155
6826,3,115
6827,20,-80
6828,20,-125
6829,20,-125
6830,20,-140
6831,20,-140
6832,20,-170
6833,20,-125
6834,20,-35
6835,20,-110
6836,20,-140
6837,20,-125
6838,20,-95
6839,14,80
6840,20,-35
6841,20,-140
6842,20,-35
6843,20,-80
6844,20,-185
6845,20,-80
6846,20,-125
6847,20,-95
6848,10,60
6849,9,130
6850,12,130
6851,20,-140
6852,20,-125
6853,20,-155
6854,20,-155
6855,20,-155
6856,20,-155
6857,20,-95
6858,20,-95
6859,20,-35
6860,20,-125
6861,20,-170
6862,20,-95
6863,20,-155
6864,20,-155
6865,20,-50
6866,20,-125
6867,20,-125
6868,20,-65
6869,20,-110
6870,20,-80
6871,20,50
6872,20,-80
6873,20,-125
6874,20,-125
6875,20,-140
6876,20,-140
6877,20,-110
6878,20,-95
6879,20,-155
6880,10,135
6881,20,-5
6882,7,105
6883,7,135
6884,20,-125
6885,20,-110
6886,6,115
6887,20,-95
6888,20,-140
6889,15,85
6890,20,-80
6891,20,-155
6892,20,-95
6893,20,-170
6894,3,100
6895,20,-140
6896,20,-95
6897,6,100
6898,20,-170
6899,9,115
6900,20,-110
6901,20,-170
6902,20,-110
6903,10,105
6904,20,-125
6905,20,-50
6906,20,-125
6907,20,-65
6908,5,110
6909,20,-110
6910,20,-155
6911,20,-140
6912,20,-125
6913,20,-155
6914,20,-140
6915,20,-125
6916,20,-95
6917,20,-155
6918,20,-155
6919,15,70
6920,5,125
6921,20,-125
6922,7,135
6923,20,-125
6924,20,-50
6925,6,100
6926,7,105
6927,20,-95
6928,20,-170
6929,20,-110
6930,20,-80
6931,20,-140
6932,20,-50
6933,20,-170
6934,20,-80
6935,20,-170
6936,20,-110
6937,20,-50
6938,20,-170
6939,20,-125
6940,5,95
6941,20,-140
6942,20,-110
6943,4,120
6944,17,80
6945,20,-185
6946,20,-110
6947,20,-110
6948,9,145
6949,20,-110
6950,20,-110
6951,20,-110
6952,13,90
6953,8,80
6954,5,125
6955,20,-140
6956,20,-80
6957,20,-155
6958,20,-80
6959,20,-125
6960,20,-140
6961,6,115
6962,11,125
6963,20,-170
6964,20,-170
6965,20,-155
6966,20,-65
6967,20,-125
6968,20,-185
6969,20,-170
6970,20,-110
6971,20,-110
6972,20,-110
6973,20,-95
6974,20,-95
6975,20,-170
6976,20,-125
6977,11,110
6978,20,-110
6979,20,-140
6980,20,-95
6981,20,-80
6982,20,-140
6983,20,-155
6984,20,-125
6985,10,105
6986,20,-125
6987,10,75
6988,10,90
6989,20,-65
6990,20,-125
6991,11,80
6992,20,-140
6993,15,115
6994,20,-110
6995,14,50
6996,20,-95
6997,20,-110
6998,20,-50
6999,20,-125
7000,18,85
7001,20,-155
7002,20,-140
7003,20,-55
7004,20,-125
7005,20,-125
7006,12,130
7007,20,-125
7008,20,-140
7009,20,-125
7010,20,-155
7011,13,135
7012,16,30
7013,20,-110
7014,20,-140
7015,14,65
7016,20,-80
7017,20,-50
7018,20,-110
7019,20,-125
7020,20,-140
7021,20,-170
7022,20,-170
7023,20,-50
7024,20,-140
7025,5,110
7026,20,-110
7027,8,95
7028,20,-50
7029,20,-140
7030,20,-110
7031,20,-95
7032,20,-110
7033,20,-155
7034,20,-140
7035,11,140
7036,20,-140
7037,20,-80
7038,20,-125
7039,20,-185
7040,20,-65
7041,20,-80
7042,15,55
7043,6,100
7044,20,-170
7045,20,-50
7046,20,-80
7047,20,-110
7048,20,-155
7049,20,-155
7050,8,95
7051,8,95
7052,20,-110
7053,20,-95
7054,20,-125
7055,20,-110
7056,20,-65
7057,20,-95
7058,6,115
7059,13,120
7060,9,130
7061,10,90
7062,9,130
7063,20,-125
7064,20,-50
7065,15,40
7066,20,-95
7067,5,110
7068,20,-110
7069,20,-170
7070,16,-30
7071,20,-110
7072,20,-95
7073,3,115
7074,6,115
7075,20,-110
7076,20,-110
7077,20,10
7078,20,-140
7079,20,-155
7080,4,105
7081,20,-155
7082,20,-110
7083,20,-95
7084,20,-50
7085,20,-65
7086,11,80
7087,20,-125
7088,20,-140
7089,20,-95
7090,2,110
7091,20,-110
7092,6,85
7093,20,-110
7094,20,-80
7095,20,-65
7096,6,100
7097,20,-110
7098,20,-155
7099,20,-110
7100,20,-65
7101,20,-125
7102,17,95
7103,20,-110
7104,20,-80
7105,20,-110
7106,4,120
7107,20,-125
7108,12,130
7109,3,115
7110,20,-170
7111,20,-95
7112,20,-95
7113,20,-155
7114,6,85
7115,20,-110
7116,20,-155
7117,20,-140
7118,20,-125
7119,2,110
7120,20,-110
7121,20,-80
7122,20,-125
7123,20,-95
7124,20,-110
7125,20,-125
7126,20,-140
7127,20,-155
7128,12,115
7129,5,125
7130,20,-155
7131,20,-155
7132,20,-140
7133,20,-140
7134,20,-50
7135,20,-110
7136,20,-125
7137,20,-140
7138,20,-125
7139,15,85
7140,20,-65
7141,20,-95
7142,20,-5
7143,20,-155
7144,20,-185
7145,13,120
7146,20,-80
7147,20,95
7148,14,65
7149,20,-110
7150,11,110
7151,20,-50
7152,20,-125
7153,20,-155
7154,20,-95
7155,20,-140
7156,20,-65
7157,20,-80
7158,8,95
7159,20,-65
7160,20,-95
7161,20,-155
7162,20,-80
7163,20,-95
7164,13,105
7165,20,-140
7166,20,-155
7167,6,115
7168,20,-95
7169,20,-140
7170,7,120
7171,20,-140
7172,20,-125
7173,20,-140
7174,7,120
7175,20,-110
7176,20,-110
7177,20,-155
7178,5,110
7179,18,10
7180,20,-125
7181,20,-155
7182,20,-140
7183,20,-155
7184,20,-125
7185,7,120
7186,20,-170
7187,2,110
7188,20,-125
7189,10,105
7190,20,-35
7191,20,-80
7192,20,-95
7193,7,135
7194,20,-125
7195,20,-50
7196,20,-80
7197,20,-95
7198,20,-110
7199,20,-110
7200,20,-125
7201,20,-140
7202,20,-155
7203,20,-140
7204,20,-140
7205,6,100
7206,20,-155
7207,20,-155
7208,20,-50
7209,20,-50
7210,20,-110
7211,20,-80
7212,20,-170
7213,20,-110
7214,20,-140
7215,20,-65
7216,20,-65
7217,20,-80
7218,20,-110
7219,20,-200
7220,20,-35
7221,9,115
7222,20,-110
7223,20,-95
7224,3,100
7225,20,-125
7226,20,-80
7227,20,-125
7228,20,-80
7229,20,-170
7230,20,-170
7231,20,-50
7232,20,-65
7233,20,-140
7234,20,-185
7235,20,-110
7236,10,105
7237,20,-95
7238,20,-140
7239,20,-65
7240,20,-125
7241,20,-110
7242,14,80
7243,20,-95
7244,20,-140
7245,7,120
7246,20,-95
7247,20,-155
7248,20,-125
7249,20,-140
7250,20,-65
7251,20,-95
7252,5,95
7253,20,-140
7254,12,85
7255,20,-185
7256,20,-65
7257,20,-155
7258,20,-170
7259,20,-125
7260,20,-95
7261,20,-170
7262,14,110
7263,20,-110
7264,20,-140
7265,20,-125
7266,20,-110
7267,20,-125
7268,20,-50
7269,20,-110
7270,5,125
7271,20,-95
7272,20,-170
7273,20,-95
7274,20,-110
7275,20,-95
7276,20,-95
7277,20,-80
7278,8,110
7279,20,-170
7280,20,-65
7281,20,-140
7282,20,-125
7283,17,80
7284,6,100
7285,5,95
7286,20,-155
7287,20,-155
7288,13,60
7289,20,-125
7290,19,-15
7291,20,-155
7292,20,-35
7293,20,-155
7294,13,120
7295,20,-140
7296,20,-125
7297,20,-140
7298,20,-140
7299,20,-110
7300,20,-95
7301,20,-95
7302,20,-95
7303,20,-95
7304,20,-110
7305,20,-155
7306,20,-110
7307,20,-170
7308,3,115
7309,18,85
7310,10,105
7311,20,-140
7312,20,-65
7313,20,-110
7314,20,-80
7315,20,-110
7316,20,-65
7317,20,-125
7318,20,-140
7319,20,-155
7320,20,-110
7321,20,-140
7322,20,-125
7323,20,-185
7324,20,-170
7325,20,-20
7326,20,-35
7327,20,-140
7328,20,-80
7329,20,-35
7330,20,-140
7331,7,135
7332,20,-155
7333,20,-125
7334,20,-80
7335,20,-140
7336,9,115
7337,20,-140
7338,4,120
7339,20,-80
7340,20,-80
7341,20,-95
7342,20,-170
7343,8,125
7344,9,145
7345,20,-140
7346,20,-65
7347,20,-140
7348,20,-95
7349,6,130
7350,20,-125
7351,20,-80
7352,20,-125
7353,20,-155
7354,20,-50
7355,20,-125
7356,7,120
7357,20,-95
7358,20,-155
7359,20,-65
7360,20,-110
7361,20,-155
7362,20,-110
7363,20,-200
7364,20,-140
7365,20,-125
7366,20,-185
7367,20,-140
7368,20,-110
7369,20,-185
7370,20,-110
7371,20,-50
7372,20,-140
7373,20,-125
7374,20,-125
7375,20,-95
7376,20,-155
7377,20,-125
7378,20,-140
7379,19,90
7380,20,-170
7381,3,115
7382,8,110
7383,20,-155
7384,9,100
7385,20,-125
7386,20,-140
7387,13,90
7388,9,115
7389,20,-125
7390,20,-170
7391,20,-80
7392,20,-80
7393,20,-20
7394,10,120
7395,20,-80
7396,20,-80
7397,20,-110
7398,7,105
7399,15,70
7400,20,-110
7401,10,90
7402,20,-155
7403,20,-110
7404,20,-95
7405,20,-140
7406,20,-125
7407,15,100
7408,8,65
7409,20,-125
7410,10,105
7411,20,-125
7412,20,-125
7413,20,-95
7414,20,-95
7415,20,-65
7416,20,-140
7417,20,-65
7418,11,125
7419,20,-95
7420,5,110
7421,20,-155
7422,20,-140
7423,20,-80
7424,20,-95
7425,20,-65
7426,7,120
7427,20,-95
7428,20,-95
7429,11,140
7430,20,-50
7431,20,-110
7432,3,115
7433,20,-110
7434,20,-95
7435,20,-170
7436,20,-125
7437,20,-65
7438,20,-110
7439,7,120
7440,20,-95
7441,20,-95
7442,18,55
7443,20,-140
7444,20,-20
7445,20,-110
7446,20,-170
7447,20,-125
7448,20,-110
7449,20,-50
7450,20,-155
7451,20,-110
7452,20,-140
7453,20,-155
7454,10,120
7455,20,-95
7456,20,-95
7457,20,-155
7458,6,115
7459,20,-140
7460,8,140
7461,20,-155
7462,20,-110
7463,15,70
7464,11,110
7465,19,15
7466,20,-80
7467,20,-65
7468,20,-95
7469,20,-155
7470,20,-155
7471,20,-110
7472,20,-140
7473,18,100
7474,20,-110
7475,8,80
7476,20,-140
7477,20,-95
7478,20,-80
7479,20,-125
7480,20,-80
7481,13,120
7482,20,-110
7483,20,-125
7484,20,-80
7485,20,-95
7486,20,-20
7487,20,-170
7488,20,-155
7489,20,-125
7490,20,-65
7491,20,-170
7492,20,-110
7493,20,-125
7494,20,-80
7495,5,110
7496,20,-65
7497,20,-140
7498,20,-125
7499,20,-65
7500,20,-95
7501,7,105
7502,8,125
7503,20,-140
7504,20,-125
7505,20,-80
7506,7,105
7507,20,-95
7508,20,-80
7509,14,95
7510,20,-185
7511,20,-155
7512,20,-170
7513,20,-125
7514,20,-95
7515,20,-35
7516,20,-95
7517,20,-125
7518,20,-95
7519,20,-95
7520,7,105
7521,20,-65
7522,20,-80
7523,20,-140
7524,20,-155
7525,20,-125
7526,20,-95
7527,20,-65
7528,20,-50
7529,20,-110
7530,20,-80
7531,20,-155
7532,20,-125
7533,7,105
7534,20,-80
7535,20,-95
7536,20,-95
7537,8,95
7538,20,-110
7539,20,-140
7540,20,-95
7541,20,-155
7542,20,-35
7543,20,-125
7544,20,-170
7545,4,105
7546,18,70
7547,20,-140
7548,20,-95
7549,19,15
7550,20,-170
7551,20,-80
7552,11,95
7553,20,-95
7554,9,70
7555,20,-95
7556,20,-200
7557,20,-65
7558,14,95
7559,14,65
7560,20,-110
7561,20,-80
7562,18,115
7563,20,-140
7564,20,-155
7565,20,-95
7566,20,-155
7567,20,-95
7568,20,-110
7569,20,-80
7570,15,40
7571,20,-50
7572,20,-155
7573,20,-50
7574,20,-80
7575,20,-110
7576,20,-110
7577,20,-95
7578,20,-155
7579,20,-95
7580,20,-95
7581,20,-155
7582,20,-80
7583,15,145
7584,12,130
7585,20,-185
7586,20,-110
7587,20,-65
7588,20,-155
7589,15,85
7590,20,-110
7591,20,-125
7592,7,120
7593,20,-170
7594,20,-110
7595,20,-80
7596,20,-110
7597,20,-110
7598,20,-140
7599,20,-155
7600,20,-155
7601,20,-80
7602,20,-50
7603,12,100
7604,20,-125
7605,8,110
7606,20,-155
7607,6,130
7608,20,-65
7609,3,115
7610,20,-110
7611,20,-65
7612,20,-95
7613,20,-65
7614,20,-125
7615,20,-95
7616,20,-80
7617,20,-125
7618,20,-65
7619,20,-125
7620,20,-50
7621,20,-110
7622,20,-20
7623,20,-125
7624,14,95
7625,20,-50
7626,20,-125
7627,20,-125
7628,20,-140
7629,20,-80
7630,20,-35
7631,20,-95
7632,20,-140
7633,20,-125
7634,12,130
7635,20,-80
7636,20,-110
7637,20,-110
7638,20,-65
7639,17,65
7640,20,-65
7641,13,75
7642,20,-155
7643,20,-80
7644,20,-155
7645,20,-140
7646,20,-155
7647,20,-95
7648,20,-65
7649,20,-140
7650,20,-110
7651,20,-95
7652,11,110
7653,20,-65
7654,13,105
7655,20,-140
7656,17,125
7657,13,150
7658,20,-125
7659,20,-110
7660,7,105
7661,20,-35
7662,3,100
7663,20,-125
7664,20,-170
7665,20,-140
7666,20,-65
7667,20,-65
7668,20,-110
7669,20,-185
7670,20,-95
7671,20,-95
7672,20,-95
7673,20,-80
7674,20,-50
7675,20,-170
7676,6,115
7677,20,-140
7678,11,110
7679,20,-155
7680,10,90
7681,15,100
7682,5,125
7683,20,-80
7684,20,-125
7685,20,-65
7686,20,-140
7687,20,-155
7688,20,-35
7689,20,-110
7690,20,-50
7691,20,-80
7692,20,-80
7693,20,-110
7694,20,-95
7695,1,105
7696,20,-125
7697,20,-170
7698,20,-35
7699,20,-140
7700,20,-155
7701,12,145
7702,20,-80
7703,11,110
7704,20,-140
7705,20,-80
7706,20,-125
7707,20,-110
7708,5,125
7709,20,-155
7710,20,-170
7711,20,-185
7712,20,-80
7713,20,-140
7714,20,-125
7715,20,-65
7716,20,-110
7717,20,-170
7718,20,-125
7719,20,-65
7720,20,-80
7721,8,140
7722,20,-140
7723,20,-95
7724,20,-125
7725,10,120
7726,20,-155
7727,20,-125
7728,20,-80
7729,4,105
7730,20,-110
7731,20,-155
7732,20,-50
7733,10,135
7734,20,-170
7735,20,-80
7736,12,115
7737,20,-65
7738,2,110
7739,17,65
7740,20,-95
7741,20,-80
7742,20,-155
7743,7,135
7744,20,-155
7745,20,-20
7746,20,-110
7747,20,-95
7748,20,-155
7749,20,-155
7750,8,125
7751,20,-140
7752,20,-155
7753,20,-125
7754,20,-125
7755,20,-80
7756,20,-125
7757,20,-95
7758,20,-140
7759,20,-140
7760,20,-80
7761,12,130
7762,20,-125
7763,20,-50
7764,20,-185
7765,5,125
7766,20,-80
7767,20,-110
7768,20,-125
7769,14,80
7770,20,-125
7771,20,-95
7772,20,-110
7773,20,-140
7774,20,-80
7775,20,-140
7776,20,-140
7777,20,-110
7778,13,90
7779,20,-140
7780,11,110
7781,20,-95
7782,20,-125
7783,12,85
7784,20,-125
7785,10,105
7786,20,-125
7787,20,-170
7788,2,110
7789,20,-155
7790,20,-140
7791,8,80
7792,20,-65
7793,20,-95
7794,20,-95
7795,20,-95
7796,20,-20
7797,15,115
7798,20,-170
7799,20,-125
7800,20,-95
7801,20,-170
7802,20,-110
7803,20,-170
7804,9,145
7805,7,120
7806,7,120
7807,20,-170
7808,20,-140
7809,20,-35
7810,20,-95
7811,20,-140
7812,20,-140
7813,20,-140
7814,13,45
7815,20,-110
7816,4,120
7817,20,-110
7818,12,85
7819,20,-80
7820,20,-80
7821,20,-140
7822,20,-80
7823,20,-95
7824,20,-110
7825,20,-95
7826,20,-110
7827,20,-20
7828,20,-140
7829,20,-140
7830,14,110
7831,13,120
7832,20,-50
7833,20,-65
7834,20,-65
7835,20,-110
7836,20,-125
7837,20,-155
7838,20,-110
7839,6,100
7840,20,-110
7841,20,-125
7842,20,-170
7843,20,-125
7844,20,-140
7845,20,-110
7846,20,-110
7847,10,105
7848,20,-170
7849,20,-95
7850,20,-170
7851,20,-80
7852,20,-65
7853,20,-140
7854,17,95
7855,20,-65
7856,20,-125
7857,20,-110
7858,9,130
7859,14,80
7860,20,-140
7861,20,-65
7862,20,-170
7863,10,135
7864,20,-170
7865,20,-110
7866,20,-140
7867,20,-125
7868,20,-155
7869,20,-125
7870,20,-95
7871,20,-80
7872,16,75
7873,20,-155
7874,20,-35
7875,8,110
7876,20,-110
7877,10,135
7878,20,-155
7879,20,-125
7880,20,-50
7881,20,-185
7882,20,-110
7883,7,105
7884,20,-110
7885,20,-110
7886,20,-80
7887,20,-110
7888,20,-110
7889,20,-95
7890,20,-140
7891,20,-125
7892,20,-110
7893,20,-65
7894,10,75
7895,20,-65
7896,11,125
7897,15,40
7898,20,-140
7899,20,-140
7900,20,-80
7901,20,-50
7902,20,-140
7903,20,-170
7904,20,-125
7905,20,-125
7906,14,95
7907,9,130
7908,20,-80
7909,20,-155
7910,20,-125
7911,20,-110
7912,8,95
7913,20,-155
7914,20,-140
7915,8,110
7916,9,100
7917,20,-80
7918,20,-185
7919,20,-80
7920,12,130
7921,20,-140
7922,20,-110
7923,20,-110
7924,20,-155
7925,20,-140
7926,20,-140
7927,20,-125
7928,20,-110
7929,9,115
7930,20,-20
7931,20,-155
7932,20,-140
7933,16,75
7934,20,-80
7935,20,-95
7936,5,110
7937,20,-110
7938,5,125
7939,20,-125
7940,20,-65
7941,20,-50
7942,20,-110
7943,20,-155
7944,20,-80
7945,8,125
7946,20,-155
7947,8,95
7948,20,-65
7949,4,120
7950,13,75
7951,20,-110
7952,20,-95
7953,20,-65
7954,20,-125
7955,20,-170
7956,20,-110
7957,9,115
7958,20,-65
7959,20,-110
7960,20,-125
7961,20,-110
7962,12,100
7963,20,-25
7964,20,-110
7965,20,-65
7966,20,-110
7967,20,-155
7968,5,125
7969,20,-140
7970,20,-125
7971,11,140
7972,5,125
7973,20,-35
7974,20,-110
7975,20,-155
7976,20,-170
7977,20,-155
7978,17,95
7979,4,105
7980,11,125
7981,20,-140
7982,4,105
7983,20,-125
7984,20,-155
7985,20,-125
7986,20,-170
7987,20,-65
7988,20,-110
7989,20,-95
7990,20,-95
7991,8,140
7992,20,-110
7993,20,-185
7994,8,110
7995,20,-155
7996,20,-185
7997,7,105
7998,20,-155
7999,20,-125
8000,20,-110
8001,20,-140
8002,20,-185
8003,20,-140
8004,20,-65
8005,20,-110
8006,7,135
8007,6,100
8008,20,-95
8009,6,115
8010,20,-155
8011,20,-65
8012,20,-155
8013,18,10
8014,20,-125
8015,20,-35
8016,9,145
8017,10,120
8018,20,-95
8019,20,-65
8020,4,120
8021,20,-125
8022,20,-110
8023,5,125
8024,11,50
8025,20,-80
8026,20,-170
8027,8,95
8028,20,-110
8029,20,-80
8030,20,-95
8031,20,-95
8032,19,75
8033,20,-140
8034,7,135
8035,20,-125
8036,20,-155
8037,20,-20
8038,7,105
8039,20,-200
8040,5,125
8041,20,-125
8042,20,-170
8043,20,-170
8044,20,-80
8045,20,-125
8046,20,-95
8047,20,-80
8048,20,-155
8049,6,130
8050,20,-170
8051,20,-65
8052,20,-140
8053,8,110
8054,3,115
8055,20,-50
8056,11,125
8057,20,-140
8058,20,-155
8059,20,-155
8060,20,-155
8061,11,140
8062,20,-95
8063,10,90
8064,3,115
8065,20,-110
8066,20,-155
8067,20,-125
8068,20,-125
8069,9,130
8070,20,-110
8071,20,-95
8072,20,-125
8073,20,-140
8074,20,-110
8075,20,-95
8076,20,-140
8077,20,-155
8078,3,115
8079,20,-110
8080,20,-110
8081,20,-80
8082,20,-65
8083,20,-125
8084,20,-95
8085,20,-140
8086,20,-80
8087,20,-155
8088,20,-95
8089,20,-65
8090,20,-155
8091,20,-20
8092,20,-65
8093,20,-170
8094,20,-110
8095,20,-125
8096,20,-110
8097,20,-155
8098,20,-155
8099,2,110
8100,20,-50
8101,20,-185
8102,20,-110
8103,20,-110
8104,20,-110
8105,20,-125
8106,10,90
8107,20,-155
8108,19,-15
8109,8,125
8110,20,-170
8111,10,90
8112,20,-110
8113,20,-140
8114,20,-65
8115,20,-110
8116,8,125
8117,20,-95
8118,20,-110
8119,9,100
8120,20,-110
8121,15,100
8122,8,110
8123,20,-155
8124,20,-50
8125,20,-140
8126,20,-110
8127,20,-50
8128,14,35
8129,7,105
8130,20,-140
8131,6,100
8132,20,-155
8133,20,-140
8134,20,-140
8135,20,-200
8136,20,-140
8137,10,120
8138,20,-80
8139,12,100
8140,20,-65
8141,20,-140
8142,20,-95
8143,20,-95
8144,20,-155
8145,20,-65
8146,20,-155
8147,20,-110
8148,14,5
8149,20,-80
8150,20,-185
8151,9,85
8152,20,-170
8153,20,-110
8154,20,-170
8155,20,-110
8156,20,-170
8157,6,130
8158,11,95
8159,20,-140
8160,14,50
8161,3,115
8162,20,20
8163,7,135
8164,7,135
8165,18,70
8166,20,-125
8167,20,-110
8168,20,-95
8169,7,75
8170,20,-50
8171,20,-110
8172,20,-155
8173,20,-110
8174,20,-65
8175,20,-95
8176,20,-170
8177,20,-95
8178,20,-140
8179,20,-95
8180,20,-155
8181,20,-80
8182,20,-110
8183,20,-95
8184,20,-140
8185,20,-125
8186,6,115
8187,20,-140
8188,20,-125
8189,10,120
8190,4,120
8191,20,-95
8192,20,-155
8193,20,-80
8194,20,-185
8195,20,-125
8196,20,-125
8197,20,-155
8198,20,-125
8199,20,-155
8200,20,-110
8201,20,-95
8202,12,115
8203,7,120
8204,20,-65
8205,6,100
8206,20,-110
8207,20,-125
8208,20,-140
8209,7,135
8210,10,150
8211,20,-140
8212,10,135
8213,20,-110
8214,20,-110
8215,20,-65
8216,20,-95
8217,20,-140
8218,20,-110
8219,20,-155
8220,20,-110
